wav_file,time_gap,label,sig_mean,sig_std,rmse_mean,rmse_std,silence,harmonic,auto_corr_max,auto_corr_std,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mfcc_13_mean,mfcc_13_std
Ses05F_impro03_M040,0.022680967208703492,2,0.06011663046439447,0.06439432289186817,0.061145462435633804,0.0635075509314768,0.10005783689994213,0.17212632815635104,0.0037465223533074297,0.00047279181288896254,0.5286150851034156,0.25939037613105154,0.6479511772345652,0.2920325778294969,0.3296387586282835,0.24204018798230592,0.42655982010620197,0.4063933201792041,0.7483393382764187,0.3423128567677753,0.38101965340147476,0.34763231124450367,0.19297588989686829,0.43795601065934386,0.3658755154642723,0.4851439706858319,0.03404761840834125,0.31312014407171357,0.3987581461687039,0.4652160648586189,0.9234745555038667,0.7638833506117009,0.41158007244311695,0.40257275884488525,0.2887679388480756,0.39252519421808413
Ses04F_impro05_F010,0.1383923422903937,0,0.10724848901477915,0.1545260336272149,0.11296162031105306,0.2367403866907722,0.4912414013757799,0.17030324667770283,0.010712669359548755,0.005404346664149235,0.5706563561580312,0.6461744978370413,0.2112831189997626,0.7179763484883207,0.480126951162679,0.7057180574459635,0.2639265315823264,0.6222047751777309,0.3604537878476861,0.4208627569230177,0.5274078279562077,0.5733950074636552,0.2845139781014966,0.5013463946581311,0.5282551346206255,0.5487266423230455,0.4692410089395824,0.4672869705149553,0.3774177085981475,0.4581912191468618,0.6760181042896224,0.3160002308364506,0.4804185525165773,0.4144810828780165,0.2896030367033089,0.3215802298272092
Ses01M_impro06_M015,0.16376427171029903,2,0.011375194517315043,0.013313424933262666,0.011654950617353074,0.01696193439838579,0.012016183646182425,0.17054712635113814,0.00017043964849260823,8.628351946346782e-05,0.30778980888368235,0.1775679924163583,0.578804926871316,0.18972823998550603,0.5952133570526765,0.25217501272581927,0.6283313166359915,0.3313943245620614,0.5546185803270879,0.15759544831996147,0.5580495592091339,0.23543706843376147,0.6831582919293323,0.19139444776008988,0.8058970734875639,0.11792584079696741,0.4972617908024061,0.13832990512287135,0.6543978234811856,0.1546910399203163,0.7585946417686437,0.08455747764175026,0.5841946576551688,0.12594271927303186,0.5551544824344969,0.17062309347676036
Ses05M_script01_1b_M012,0.11644562334217516,1,0.03150076652589825,0.06748741565222507,0.03267580923863241,0.12628128725073517,0.8631900853050057,0.1711209637998254,0.0009353796941219555,0.0008068935240630419,0.37054864476143157,0.6124161094791741,0.05698088545761992,0.7004672941373564,0.9287167691499094,0.5457726964775131,0.5167307900569271,0.5006699855094265,0.2937084692428264,0.25165699485793336,0.8127808648808773,0.42700132232597,0.4702807523908855,0.41773514101471343,0.5558419902719539,0.2943610418297663,0.6629929948114544,0.4212500133492983,0.4100211601400868,0.3412571300597951,0.6767325982461089,0.2816538580458399,0.7695041539425115,0.2603159301776379,0.47711777681038986,0.3580632236845069
Ses04M_script01_2_F008,0.11330104178679949,0,0.021627204890585845,0.030134105509379998,0.021894198661681,0.04732458632667434,0.5487546992481203,0.17043799125363776,0.0005121813271283163,0.00020771944966069985,0.31013160238845694,0.5237472917738261,0.3709955782960672,0.5541859603243896,0.642125795946255,0.5976794221556548,0.5842606253980611,0.7198378947541855,0.46731315259278167,0.5271746387847744,0.6288070473358802,0.3852794565212919,0.6417242242349998,0.4813004737805642,0.6856653331171305,0.40230818538744006,0.45876227635231737,0.4515420473015022,0.5087766761445398,0.43420211334735304,0.6887813967275253,0.3989141883735409,0.6313581122614812,0.24817730489069295,0.429743572285337,0.3976607046190645
Ses02F_script02_1_F014,0.24795294660362216,1,0.018410550210869854,0.021656086159336455,0.01901274731539417,0.026944635243817596,0.30950366269371177,0.1716225597576337,0.0003948198174423817,0.0003028856131651458,0.31404948314315273,0.26523343201237787,0.5837990569501823,0.36951690017289446,0.5511119178691049,0.3835989235207952,0.5052673265894899,0.49132268522222183,0.5669822093529232,0.3308544098607709,0.5531339456935604,0.2950832834337982,0.444940249229821,0.4190667700529713,0.549992235376551,0.34926111759536105,0.43356433549471296,0.2428761255395122,0.4297636223967473,0.46675209024329556,0.46712457221532266,0.3198458307532099,0.31087814956647325,0.4466532208345933,0.4130304611808485,0.3402728717454993
Ses03F_script03_2_M020,0.02421865990081976,0,0.0030308105557196882,0.00395198133123848,0.003257237271055973,0.006059816174453015,0.0975563909774436,0.17154032262504587,2.019369132976085e-05,3.903019116747761e-06,0.12147220745972143,0.23359362572395742,0.6957602168149133,0.30467311566413235,0.4176106026845658,0.27397236835442795,0.8424257921187577,0.4280375722870969,0.5649300488587358,0.4257329850989146,0.4198788376290478,0.23174712015302926,0.8738318045322184,0.4727998899999364,0.4697066526218682,0.45255162841147334,0.2747016164799817,0.2316608889797102,0.791020795694162,0.5319211451310979,0.541673473356117,0.2349407766509829,0.6914928463511943,0.12647089110379095,0.6526275124722629,0.4753261403070878
Ses04M_script02_1_F008,0.054203667397071165,0,0.02078885005933393,0.023067601788629193,0.020846210978820372,0.02706164567507943,0.3130151582163965,0.1713923175791209,0.0005025403234818741,9.791784841033438e-05,0.2660079930029279,0.3648007210170194,0.6689085599639628,0.3577347169750932,0.6638182156771625,0.47011273330758097,0.4306540973337605,0.41436578399015417,0.6358945281586338,0.47423942282986215,0.7529140312836048,0.20800723153323855,0.48210508344708036,0.2991042182600666,0.5926026817879296,0.5268157484309015,0.33175217404097357,0.6058299442715906,0.37852638155373725,0.29018646753853383,0.7601490362093652,0.40436965576078115,0.4209257770487431,0.5235309044301513,0.22614347159187195,0.3067194385956021
Ses03F_script03_2_M008,0.11263598969745932,0,0.005642127670208618,0.007832244002944962,0.005824216519973273,0.012857532450820726,0.5113018395044214,0.17151828640950414,5.1410262135200764e-05,2.421129460201676e-05,0.18815948202312383,0.358027939197152,0.5024698970555994,0.4276604623273843,0.6816198527916437,0.3931876803888908,0.5208669986153563,0.412946282247083,0.42403653161585575,0.29206273901727803,0.6629760725746281,0.3191429051728749,0.6397037048801053,0.43946743424715684,0.6515204523785025,0.39255779498473453,0.5246342501147132,0.29710308884224984,0.5967833863166228,0.3975472837220011,0.6633492639004118,0.24327721221261228,0.589475932192881,0.20658554835641169,0.5785608417443204,0.23755793617659665
Ses03M_impro05a_M029,0.0661207857609657,0,0.027037598358725094,0.04404144244083452,0.029669327152081818,0.07252435719239687,0.6017497013561941,0.17170182479087726,0.0007548469073473672,0.0002484159529538227,0.3688988911712394,0.7184944284272617,0.3525013169925657,0.7165064100109544,0.5427941816326332,0.7946036707943742,0.3581097946792036,0.5344767251207729,0.6598874815794301,0.5845397923456527,0.737111046054221,0.38199977224805204,0.2754807713367495,0.5558853562191177,0.644227072498131,0.24078501026429097,0.7174363861523374,0.46988113342154664,0.3773594212359406,0.6100437075044475,0.6388398522648203,0.1919618158654749,0.5854632033821212,0.333525248740219,0.16290487866357822,0.5359853572999764
Ses04M_script01_2_F014,0.18080190673893876,0,0.04177474840377302,0.06776742344029767,0.04289871040039984,0.11500005966370216,0.5689063422888431,0.17076996432431615,0.0017041211209012995,0.0010463460940351467,0.41894105797575154,0.5903242151733551,0.18506018821324555,0.6015996141805412,0.7002504098140659,0.6734998415200512,0.363270755813834,0.5621709084419424,0.4376865773059777,0.5422919122268255,0.7273125085515219,0.5487515030235784,0.35628983988153956,0.4685770108213211,0.6945403120849492,0.4168423116370805,0.5832552086483382,0.4981791557167837,0.24445670138970543,0.30348489090387376,0.7155889519048064,0.2697064459307647,0.6507057011696401,0.368232567235625,0.1923892602947742,0.44323347989296097
Ses02M_script03_2_M031,0.15160112251566552,0,0.04253926876841717,0.05040017753096343,0.04442347926509769,0.06125546630691563,0.24669432201192634,0.17192580830227097,0.001894760374653103,0.0009246997168221621,0.45880397844706033,0.3343974838758876,0.4789690018541659,0.3898614683994388,0.5705964695079655,0.4635199713371573,0.5091938666785951,0.4669503639913409,0.5276633613162615,0.5464482356805401,0.6148732109949054,0.494742864294058,0.4726547246956635,0.5903084334148276,0.47118378065214095,0.564440603002354,0.44610653410423795,0.5378098883965465,0.3660823475754338,0.498581222430461,0.30065767324437487,0.5490722156450225,0.27736925209013075,0.4464623286815523,0.4093243993412732,0.36850092459585276
Ses03M_impro04_M006,0.304078729865837,1,0.010615889277429222,0.01601629430058818,0.011112215197145165,0.02666712531318128,0.6129379674084809,0.17161573772706526,0.00014123811170838575,0.0002067181091380386,0.26072415857561293,0.4839964687140843,0.3975673721810189,0.5554551477572932,0.6746887262480329,0.5022261399558573,0.4834773424662112,0.5039563444389121,0.48926704939100185,0.40983254911514383,0.6816991620043057,0.3987271906564662,0.5023136079935591,0.5506952027882681,0.708814550540414,0.29013119994731384,0.5860445290913223,0.40437672167905564,0.4170972944900898,0.5591996281842192,0.6471564599121702,0.3399119739086078,0.6018718212486355,0.3012233027367989,0.3602650591916766,0.44803854179757924
Ses03M_script02_2_M046,0.0758774458924378,2,0.0011555540849206495,0.0021706911496025497,0.0013040755358929399,0.0049275511816165825,0.0,0.17073217025899504,5.637948299726077e-06,3.049654361378427e-06,0.05856931903532092,0.2235365679965245,0.767347723286949,0.2915997034384377,0.5244598957894218,0.1674105053747023,0.5084845785449916,0.14772030989938614,0.48294152964679293,0.07936947339380622,0.5299770759086526,0.16332483957249386,0.6966459613574836,0.04582469879637249,0.8238925400536232,0.12687593119664273,0.5916991656037289,0.14752131059841322,0.6631403074904623,0.2320549347580706,0.5747470533912519,0.12932435688309252,0.4967650788201974,0.10897938296991161,0.6859309628904278,0.19802736886276218
Ses02F_impro07_M006,0.08188213585514982,2,0.05306803048888204,0.055078269701024085,0.05459120087504941,0.04663457068182864,0.14104538454570156,0.17133610563732551,0.002944268877341802,0.0006421806199362853,0.48431771404189106,0.3335610849894189,0.7310188262344266,0.359172367684719,0.2594250429915712,0.36523405954575044,0.45669680925611267,0.34294435651295396,0.634347177917408,0.4232565146345861,0.3449307279963998,0.28017015641411924,0.35672481223901326,0.46064090062928453,0.437123022653223,0.5775371855402323,0.3619488306818273,0.4329348132047219,0.5023566381968387,0.34745836381859074,0.44058914096069063,0.5368607109804977,0.2958549542382518,0.33965924070609993,0.3557871190787278,0.3817732592645548
Ses05F_script03_2_M037,0.0891861761426977,0,0.05064987278886141,0.08352374358861439,0.05253706760413864,0.14166859497186995,0.699276386454859,0.17135388854312036,0.002433533206782856,0.0010048664616457814,0.42900018648927896,0.7027449677284986,0.2256130848342226,0.7770718540328118,0.742155015123422,0.6000078815796686,0.2755292403864715,0.5173630042930843,0.2166203606571014,0.37069507733480683,0.6933906740710375,0.6637874479389894,0.3837374176321387,0.39816442720363976,0.5905140866682097,0.41559299962569685,0.6749511993482783,0.6039492010645575,0.44564834775645745,0.410410700358946,0.6939152774311753,0.31806353649055835,0.6100506388140811,0.2841178240296813,0.32044578362414644,0.3513199785585242
Ses03M_script03_1_F005,0.14925229692845926,2,0.01189708201019894,0.01769000516214122,0.012796042457570501,0.02837887119034495,0.40648496240601506,0.1710880897812111,0.00017506707481673814,9.905684050846646e-05,0.3367457033150332,0.40977244411265856,0.38206662990587503,0.4042798580471988,0.4646956180911158,0.4668355784621495,0.3593528914576841,0.4090437196307583,0.2998196002274886,0.2406673654200967,0.49139738614717593,0.36573954305629874,0.5804636752295672,0.3856942665110047,0.7489471339399341,0.4450622078329025,0.5152712595446756,0.4136601971955573,0.42439277185649255,0.3712546115253129,0.5612729253298645,0.26360994609022476,0.6976957262339316,0.3367306605472768,0.5377210511335322,0.4202075950887147
Ses02M_script02_1_F018,0.36481759120439844,0,0.020529844603268094,0.024797111130021858,0.02106923767555077,0.03253816432560191,0.40215771592060556,0.17147049741233514,0.00047867626925161263,0.000464429941646954,0.31915624159252143,0.30366870871352963,0.4976643062380377,0.4293738970509984,0.5925624002405377,0.4045664672550301,0.4336051816302443,0.4997054395930964,0.512064859070956,0.42658095099248355,0.5989689503594846,0.3330039380489146,0.37328890226258615,0.4655395862504309,0.4897327908871142,0.404872842305098,0.47363574564110206,0.33115002447694125,0.46695125558499795,0.44252012828842513,0.6011667851552398,0.37810652409581474,0.4185858995720034,0.3648433845691745,0.3481699707319563,0.30458138642894345
Ses05F_script02_2_M031,0.13007342482604867,2,0.003990215834634355,0.006357955250180759,0.0041146848946807865,0.011842268011104313,0.06194056569996417,0.17035434868496943,2.93205870527796e-05,2.0745199591147448e-05,0.12223808455488139,0.16599614034203078,0.60723042829901,0.2707249221797018,0.7260739756398273,0.08180398898812523,0.47389421976426727,0.15737227624025535,0.4851370253014431,0.12030933873903123,0.6884032544954282,0.15690736876963166,0.593884519665216,0.07722523718443314,0.8113590958176201,0.0528682593536238,0.5827379401473338,0.08991458164461247,0.5503373599199746,0.11560366894273416,0.7258721771347655,0.12941864638266698,0.5407874640759418,0.06586207248921061,0.5673143055826622,0.09752643821948592
Ses05M_impro03_M015,0.14723407527005788,2,0.017692256315998106,0.02017584347495446,0.01859386871937743,0.02258073231571066,0.22007670691881218,0.17240167898556638,0.0003690749450523816,0.00017042478328938119,0.2960553861541039,0.3427108766884534,0.7225644769904525,0.466170667401011,0.5762223875522716,0.4566986084519826,0.5421772122250637,0.5475591453311608,0.5683998665901391,0.4034560701494942,0.4376457099152758,0.5067165485684735,0.49713494508504796,0.5256303728264152,0.898146450542934,0.37162250646272876,0.5012884933210349,0.34876047408075356,0.4317117828518749,0.4280867547986289,0.7418488982432927,0.5434044035727519,0.690878584312366,0.33858357967132563,0.42943123435937225,0.7230084072704845
Ses03M_impro07_F009,0.23334486602852467,2,0.01673524616002827,0.020521565421115263,0.0173449776531349,0.02740540885163397,0.3378863117045585,0.17144646302676403,0.00033467659968202323,0.00020596340365811215,0.30085258196764164,0.44063628092375373,0.5817611308375406,0.49224119131511157,0.4469946312902838,0.4781143829006229,0.30171611220072714,0.5578475917241663,0.4542644215348696,0.35651533204590674,0.5485978811199501,0.3645964069114641,0.4322323556995372,0.34303231783700416,0.6399309168786046,0.4161972794330536,0.5729752189486452,0.22328918851815371,0.4823084924061175,0.4156647420478494,0.5682205379850134,0.37041049974875523,0.5306050209638749,0.36586815946681067,0.3820890656332133,0.3681319197752963
Ses03M_impro01_M011,0.11536154999423436,0,0.04614746653145668,0.0644876109129695,0.04873064907799805,0.0966857597422762,0.43358395989974935,0.17195342686484807,0.0021252712891673326,0.0010838112474281486,0.451027583944264,0.5842235318718336,0.48093059575198804,0.6178176331597981,0.4896697959274695,0.6108857324302125,0.15390848326944626,0.5723315538675418,0.318877625506603,0.5285509472602499,0.5287724136723869,0.5699788240777458,0.3060601805564697,0.44158279851980486,0.6848018300137653,0.5648739329279774,0.5135412414604569,0.5607197189083224,0.12381812507941842,0.4160009318506833,0.511335099643835,0.44206397659193614,0.6886567248044774,0.3990784161042677,0.36559861592605586,0.3952660529155792
Ses02M_script02_1_M032,0.3029254603467498,1,0.03714878491338034,0.046620985310421054,0.03888501381996167,0.062417190662563495,0.3631629409093202,0.17213596243443613,0.0014463022102027124,0.0014047183849912044,0.42061778725037935,0.4867032554120646,0.4561069797954651,0.5975035393748888,0.6006641784000673,0.5198322296163929,0.5519684438202045,0.6212463460083133,0.49716671586870476,0.5009111278045848,0.6388522127330023,0.529259442512196,0.5825814030463585,0.4494324855827758,0.5611302213905319,0.46221838298576934,0.4932101208625253,0.4446187830519634,0.4262985767420309,0.43086073339186415,0.3465952173658848,0.5634067706244914,0.377253594343411,0.4394423233360189,0.4500633186750167,0.4599488463167875
Ses01M_script01_1_F043,0.09191942490293303,0,0.01566810318762285,0.027022870158556977,0.016617529807816993,0.047383986886103374,0.5595145953118089,0.17180367236644745,0.0002654857193360203,0.0001275865164530629,0.3049401071469403,0.30811136061212746,0.6005347968518919,0.4084429907085346,0.6638274812792586,0.24767122041119027,0.4463437994360526,0.32857682079059897,0.5008583910618314,0.19168509290786995,0.6739484601114263,0.15803625763989335,0.5743128866937237,0.12889673699183932,0.7958686510870203,0.24804845354871932,0.6175668007922811,0.09852691254497054,0.5969703650792044,0.17429227919304918,0.7032846393137632,0.3103981114554096,0.49514695218505633,0.25370149287619664,0.5936357447798142,0.12011930030638601
Ses05M_impro08_M002,0.034598085572598566,2,0.02691632177718513,0.03588171090635259,0.028316520502809427,0.05182991351353127,0.3183658446816341,0.17222645675910297,0.000773639948657572,0.00016574702687996006,0.4138971004231442,0.34327005494584256,0.5402784345192344,0.4999256448271254,0.5703973749764042,0.398472301009307,0.32590331417252283,0.6481584707008279,0.5403604241586315,0.5562173409717814,0.5823916248265645,0.6431983153409211,0.31001086852116555,0.4590221289425557,0.7716961578102851,0.51325200213664,0.5628600640533379,0.5215427793687191,0.325941770424211,0.4575924805555295,0.8025932124790545,0.6419415238293431,0.7360194359266902,0.39492849951535797,0.38634917120428436,0.4118491119530629
Ses01F_script02_1_M022,0.31445815553761636,1,0.06914680227829137,0.08639316867019038,0.07052367486199278,0.11839259771187617,0.477448485025794,0.17183448494866924,0.004681588835940578,0.0039887793200912266,0.4681798653218028,0.46005404115731985,0.5255766928288896,0.5863164264264852,0.7598898090327252,0.40924974687966253,0.40349845062019263,0.42134741288740535,0.4002418520521624,0.3902478107023553,0.6846251186523657,0.37069395292766927,0.37484351441452374,0.39674509350706233,0.5203384285232951,0.3645665617710876,0.5860385501966544,0.3714804540543161,0.3620046535711137,0.3327507379843747,0.5860879941165267,0.42039140260584,0.6409875965422484,0.3077021934732141,0.286359526902227,0.5370648543850425
Ses01F_script02_2_M006,0.23565140506669802,2,0.021253088863669257,0.028793860065109825,0.021978773847236798,0.04332586513049848,0.643806485911749,0.17106268563007562,0.00048520708900804245,0.0004192946778596575,0.32779221909873,0.2896023201756891,0.5863047306399147,0.455316062123989,0.679192115476653,0.30798001295364014,0.526155084108295,0.364672160780801,0.5126846604231927,0.2445483051385055,0.6350114770776457,0.28404535120886276,0.5561535072039486,0.2499522850615731,0.6809259199735002,0.23220677672655152,0.49258063459821927,0.2609990055948638,0.511073694528037,0.3839091919150397,0.6773513796458179,0.3235040346679761,0.5730539005789024,0.28056059266088323,0.5387866044796293,0.3350663041188306
Ses05M_script01_1_M024,0.3555914350517063,1,0.05280706356722908,0.07441238374552606,0.055891213122338176,0.11195279011113769,0.4205211754763501,0.17174842281872546,0.0027063426058445738,0.003371819590900223,0.4808294795746405,0.5054969731677498,0.36168514296873266,0.6384925436294623,0.7068906719825947,0.5452519817534539,0.4349469015133111,0.5998039205198236,0.40631488256288395,0.5100391253592895,0.6111832710720188,0.6039901032169681,0.36368283904181875,0.5268960031080929,0.5872348411319853,0.3999810950916307,0.5058742501711805,0.4993047574796325,0.266678300226853,0.5786563624433138,0.5829186829578358,0.4122940183857056,0.7135812146501536,0.3987975052684091,0.5165898892270013,0.5923797408850231
Ses01F_impro05_F000,0.008841732979664379,1,0.05792795300160187,0.06925416567810419,0.058790427109011854,0.08868590269303712,0.3781255464242,0.17152075947655374,0.0033801351917953884,0.0003975447673208016,0.47055492143430155,0.38733073058093914,0.676476578284742,0.5732673972751201,0.5414997343935516,0.3482678444206597,0.43309535383131503,0.4163274117106473,0.5653379341974166,0.17123463175086479,0.6389478661815103,0.21583816933536223,0.5103068463854474,0.32712505563739225,0.5155335389294528,0.49738542431564736,0.41130197655891304,0.2311312330916958,0.5123201387403371,0.38492454172117807,0.5483664988853292,0.3765987644804139,0.374655049115387,0.30218385462793035,0.4575293119873214,0.48756981304430363
Ses03M_impro01_M019,0.09667089532157026,0,0.0354649513314652,0.045525363414664795,0.0370761387514933,0.06284725202991531,0.38608889715454714,0.17239125929063262,0.001306371111190815,0.00046186206806728277,0.43002821803514657,0.5088119742323903,0.5461439694964425,0.5502522398230462,0.4656992121725513,0.5088979517520559,0.47538517454173457,0.46266809454965446,0.40255429008863824,0.5037300430999649,0.40897599801604695,0.579409274007188,0.518759247968497,0.4763160057949791,0.5660250616809308,0.5539957870896292,0.2447891510963286,0.5018771188379707,0.23345136631932414,0.6394734043678448,0.4617019534392355,0.35988321293462383,0.657235092010315,0.609534283850423,0.42854879405387714,0.6392027969621488
