,wav_file,label,sig_mean,sig_std,rmse_mean,rmse_std,silence,harmonic,auto_corr_max,auto_corr_std
15,Ses01M_impro01_M000,2,0.021463925,0.038958896,0.02704403,0.027990807,0.3712121212121212,0.0027638532174023,0.0614834134706414,0.3834169675633964
16,Ses01M_impro01_M001,2,0.019695273,0.033958916,0.024159864,0.023752907,0.4245283018867924,-0.0076399091994971,0.0530782652555118,0.2916145282743655
17,Ses01M_impro01_M002,2,0.03243515,0.0540303,0.0408706,0.034967903,0.2649253731343283,-0.0003323848147829,0.1455890286218847,0.8687665984778086
18,Ses01M_impro01_M003,5,0.0047380826,0.008445961,0.0058906814,0.0058986414,0.2429906542056074,-0.0126473287309636,0.0029763187892292,0.0202388298778983
19,Ses01M_impro01_M005,2,0.009274952,0.016376114,0.011587429,0.011548931,0.4111111111111111,-0.0081909574873861,0.0115468747014627,0.0800188505732948
20,Ses01M_impro01_M006,2,0.024023244,0.044275373,0.030102888,0.032435372,0.2860927152317881,-0.0039954275052878,0.078251124763226,1.5203286610440223
21,Ses01M_impro01_M007,2,0.013215736,0.021979144,0.016403409,0.014539341,0.3869047619047619,-0.0002504433211925,0.0235546752541801,0.091881631991984
22,Ses01M_impro01_M008,2,0.039441273,0.063209996,0.05028843,0.03786812,0.3368421052631579,0.0015441560208273,0.2128022898418227,0.5139869837990855
23,Ses01M_impro01_M009,2,0.031939235,0.050248504,0.03937452,0.031161496,0.2860262008733624,-0.0031030451737024,0.1429177701398354,1.4251864851712923
24,Ses01M_impro01_M010,5,0.011407669,0.027395194,0.014106262,0.02341879,0.6510416666666666,-0.0090910871222149,0.015833786018346,0.1131897308803669
25,Ses01M_impro01_M011,2,0.032878295,0.06275233,0.041021463,0.047337573,0.3126614987080103,-0.0182545627467334,0.1450331006382997,1.625892628365072
26,Ses01M_impro01_M012,2,0.030156111,0.050953217,0.037757248,0.034200404,0.3571428571428571,-0.0031043941817188,0.1238012338691358,0.7974072163310395
27,Ses01M_impro01_M013,2,0.009709305,0.019388467,0.012077036,0.015166362,0.5781818181818181,-0.0039487481444666,0.0120107986658456,0.1010941778990958
28,Ses01M_impro01_M015,2,0.03422107,0.064645715,0.042190704,0.048734214,0.5432098765432098,-0.0062553494899475,0.1560438208539568,0.6747726251577936
29,Ses01M_impro01_M016,2,0.0042159995,0.006321479,0.005244434,0.00349896,0.0219780219780219,-0.0073748005888774,0.0024773401897479,0.0103773483590419
30,Ses01M_impro01_M017,2,0.024777247,0.042820536,0.030723695,0.029715268,0.4110169491525424,-0.0096306821433245,0.0837995285773241,0.469216974004763
31,Ses01M_impro01_M018,2,0.048129827,0.08153349,0.06025583,0.054848365,0.2822085889570552,-0.0020013414996356,0.3147684185003474,3.489597771668659
32,Ses01M_impro01_M019,2,0.053117014,0.09341754,0.066551894,0.06540952,0.3665338645418327,-0.008358510058315,0.3812712314495441,2.5298119641123193
33,Ses01M_impro01_M020,0,0.13018303,0.20760216,0.15997058,0.13217872,0.25,0.2216449647676199,2.3085088214989296,14.784427581035263
34,Ses01M_impro01_M022,2,0.10408099,0.19247633,0.12172224,0.14777513,0.5714285714285714,0.324546912452206,1.4355431000068946,6.398484542739317
35,Ses01M_impro01_M023,2,0.06782466,0.11776344,0.08441381,0.0820103,0.2935779816513761,0.1639861438889056,0.6124282265249644,4.1417466193263515
36,Ses01M_impro01_M025,0,0.1721456,0.2563581,0.20887978,0.1477231,0.2768166089965398,-0.8858449291437864,4.2097794739201735,22.627819734067987
37,Ses01M_impro01_M026,2,0.014319179,0.027513878,0.018015398,0.020781064,0.4206896551724138,-0.0007236710644065,0.0271647776981812,0.5587163796352872
38,Ses01M_impro01_M027,2,0.020634612,0.035056286,0.025780756,0.023706855,0.2876254180602006,-0.0072335947152168,0.0582902292455746,0.3936861342368472
39,Ses01M_impro01_M028,2,0.01720326,0.031121083,0.02142744,0.022536382,0.4444444444444444,-0.0023653262815059,0.0397402620284227,0.2447173063743501
40,Ses01M_impro01_M030,0,0.052834995,0.0947806,0.0654021,0.068010524,0.4329896907216495,-0.0118340749395429,0.3844147229644046,1.0021888434726065
41,Ses01M_impro01_M031,0,0.050289217,0.08412628,0.06202264,0.05682386,0.3391304347826087,-0.004296342467569,0.3505202952279599,1.6978931178370325
42,Ses01M_impro01_M032,0,0.05897425,0.08812619,0.07335548,0.048728477,0.2231578947368421,-0.002822378746714,0.4875741966870623,4.546391763578885
43,Ses01M_impro01_M033,2,0.06713863,0.09843455,0.08305489,0.05257988,0.140552995391705,-0.026180910936091,0.6333877074132445,5.952296146320339
44,Ses01M_impro02_F000,5,0.0034130025,0.0057880147,0.0042801867,0.0038862678,0.0068259385665529,-0.0045249307731864,0.0015814415684196,0.0114542376223524
45,Ses01M_impro02_F002,4,0.012547588,0.028080864,0.015525071,0.023390811,0.6753731343283582,-0.0096003268481581,0.0194225133783364,0.1902654333902627
46,Ses01M_impro02_F003,2,0.00725629,0.022427937,0.008996084,0.020527678,0.7427536231884058,-0.0100612014648504,0.0061443515217519,0.0728404661184797
47,Ses01M_impro02_F004,2,0.016901549,0.032648914,0.021429684,0.024601405,0.4897959183673469,-0.0038355688047886,0.0364818518733178,0.1966715120419189
48,Ses01M_impro02_F005,2,0.021990983,0.04030427,0.027571794,0.029339394,0.4738675958188153,-0.0093697290139971,0.0638485643526607,0.3932953756845222
49,Ses01M_impro02_F006,2,0.010674548,0.014852298,0.013308497,0.0064062853,0.0692307692307692,0.0017245205299332,0.016437970641417,0.047440383956591
50,Ses01M_impro02_F007,2,0.008270728,0.019474063,0.010681915,0.016264763,0.5777777777777777,-0.0170438033819664,0.008408503036879,0.0813603267600135
51,Ses01M_impro02_F008,2,0.0022173196,0.002831199,0.0027509679,0.0006200827,0.0,-0.012542769582069,0.0007296288990078,0.0020695830495826
52,Ses01M_impro02_F009,2,0.005198163,0.009919801,0.0063822395,0.007575464,0.3192982456140351,-0.0074195791057718,0.0034649176245832,0.0271228669548255
53,Ses01M_impro02_F010,2,0.0062031266,0.013438265,0.007816354,0.010924793,0.6156583629893239,-0.0085969686551834,0.0047774336974824,0.0453229592441706
54,Ses01M_impro02_F013,2,0.0043877847,0.010075127,0.005550844,0.008402629,0.2942857142857142,-0.008781734322838,0.0024281419170219,0.0284406298329169
55,Ses01M_impro02_F015,2,0.0032554443,0.0050796554,0.003961116,0.0031735532,0.0086206896551724,-0.0130403368530096,0.0014525659795475,0.007868274025831
56,Ses01M_impro02_F017,2,0.0062693493,0.011003772,0.007606187,0.0079411175,0.5187793427230047,-0.0107128580566495,0.0051178897040263,0.0608626729324996
57,Ses01M_impro02_F019,2,0.002914416,0.0041536447,0.0035938078,0.0020669259,0.0,-0.0022433519006881,0.001203680879077,0.0053477031304746
58,Ses01M_impro02_M000,5,0.00397694,0.0069149425,0.004924631,0.0048428834,0.0280701754385964,-0.0066942466219188,0.0021302401864778,0.0162012717150206
59,Ses01M_impro02_M001,2,0.0027185197,0.0037854346,0.0033868114,0.0016856921,0.0,-0.0101931282188161,0.001076644366781,0.0069251225483152
60,Ses01M_impro02_M002,2,0.0030782865,0.0044444767,0.0038412623,0.0022235613,0.0,-0.0087367170635843,0.0013433087136011,0.0098411989079852
61,Ses01M_impro02_M003,2,0.0038115832,0.005807554,0.0047492944,0.0033349565,0.0598290598290598,-0.0082421593106118,0.0019944897366516,0.0110657603184424
62,Ses01M_impro02_M006,2,0.0034494842,0.0055790492,0.004320327,0.0035116621,0.0379146919431279,-0.0084045504991081,0.0016137765071464,0.0084697231161098
63,Ses01M_impro02_M007,2,0.0066597234,0.01027491,0.008368063,0.0059604803,0.3228882833787466,-0.0085663832578575,0.0060839899910865,0.094414785618069
64,Ses01M_impro02_M009,2,0.0047067944,0.007886319,0.0058107288,0.005323794,0.119047619047619,-0.0051960000746476,0.0029198049386308,0.0195531160412289
65,Ses01M_impro02_M010,2,0.0032037764,0.004694151,0.003981673,0.0024785507,0.0,-0.0113346204670961,0.0014472576659728,0.0083991483322099
66,Ses01M_impro02_M011,2,0.0030233546,0.004375772,0.0037850214,0.0021914425,0.002770083102493,-0.0089511167971068,0.0012956903546842,0.0095781900187365
67,Ses01M_impro02_M012,2,0.002591375,0.0033286833,0.0031913933,0.00091010367,0.0,-0.0154731133079621,0.0009934882178461,0.0036649715480001
68,Ses01M_impro02_M013,2,0.0027166472,0.0035729406,0.0033742536,0.0011566933,0.0,-0.0078452176239807,0.0010874404574283,0.0078096683790496
69,Ses01M_impro02_M014,2,0.0026371898,0.0035756505,0.0032617485,0.0014614286,0.0,-0.0121217390187666,0.0010043316050052,0.0149238051803725
70,Ses01M_impro02_M015,2,0.0025952354,0.0035790568,0.0032196075,0.0015500298,0.0,-0.0102127569334697,0.0009722813063587,0.004276661542294
71,Ses01M_impro02_M016,2,0.0030415547,0.004491444,0.0037817827,0.0024131213,0.0026385224274406,-0.0100597299024229,0.0013083663725384,0.0110788543576312
72,Ses01M_impro02_M017,2,0.003930466,0.0063671214,0.004893716,0.004067824,0.0434027777777777,-0.0068164863478159,0.0020739630739955,0.0310103496998466
73,Ses01M_impro02_M018,2,0.002777345,0.003906267,0.003429389,0.0018642931,0.0036363636363636,-0.012264477845747,0.0011018254485096,0.0064564337706662
74,Ses01M_impro02_M019,2,0.003035529,0.0044438583,0.0037678503,0.0023440628,0.0098684210526315,-0.010646367627487,0.0012937643936834,0.0085275221884888
75,Ses01M_impro02_M020,2,0.0026490276,0.0035113695,0.0032400873,0.0013290761,0.0,-0.0091919509941362,0.0010299007929277,0.0046422096328467
76,Ses01M_impro02_M021,2,0.0035827553,0.005474301,0.0044576023,0.0031719885,0.0092592592592592,-0.0056135490922315,0.0017889872419322,0.0128447368354038
77,Ses01M_impro02_M022,2,0.005260149,0.009248733,0.006270526,0.006744029,0.3631284916201117,-0.0153532782860565,0.0036287460971957,0.0236571681955064
78,Ses01M_impro02_M023,2,0.007995826,0.016828278,0.009755907,0.013697397,0.3493449781659388,-0.0074258082349842,0.0083024943162437,0.0949725049947114
79,Ses01M_impro02_M025,2,0.0026803073,0.0036976659,0.0033129898,0.0016180028,0.0,-0.0121090224638464,0.0010325139699541,0.0049175063386506
80,Ses01M_impro03_F001,4,0.0051507642,0.0085113235,0.0064797527,0.005350207,0.1071428571428571,-0.0116885066745453,0.0036811959862492,0.0124867240156724
81,Ses01M_impro03_F002,1,0.006348873,0.010435145,0.0077869943,0.0068378476,0.3865546218487395,-0.011586087566684,0.005321018567884,0.019695602022316
82,Ses01M_impro03_F003,1,0.011199315,0.018387794,0.0138190435,0.012010525,0.3582089552238806,-0.000911419760996,0.0167806050846765,0.0581242879094425
83,Ses01M_impro03_F004,1,0.02888415,0.04425053,0.03579104,0.025918223,0.1651785714285714,0.0062227554735727,0.117032638766918,0.5024442805624227
84,Ses01M_impro03_F005,1,0.08081124,0.14294538,0.098726146,0.10321979,0.3569131832797427,0.2390389709034934,0.8663867739853751,12.056497542037484
85,Ses01M_impro03_F006,1,0.07239629,0.13785526,0.08939395,0.10484022,0.391304347826087,0.3435144026298076,0.6822138918602196,5.589678382872251
86,Ses01M_impro03_F007,1,0.18592702,0.28650424,0.22628301,0.17571981,0.3056300268096514,1.831141416914761,4.842514750737707,33.62964539805058
87,Ses01M_impro03_F008,1,0.05795244,0.094050325,0.07257931,0.059707265,0.2753623188405797,-0.0194854146684519,0.4642234757490976,6.01606624082795
88,Ses01M_impro03_F009,1,0.041912757,0.069243744,0.051750656,0.045808908,0.2791411042944785,0.0001396987556745,0.2407426545521052,1.8991623511426776
89,Ses01M_impro03_F010,1,0.055911243,0.09130552,0.07044113,0.058035642,0.2938090241343127,-0.0064474943428649,0.425005679854823,9.763926931557002
90,Ses01M_impro03_F011,1,0.05019258,0.09416033,0.062016953,0.07079764,0.3682758620689655,-0.0009929470934366,0.327580751278598,6.472688676086018
91,Ses01M_impro03_F012,1,0.033456236,0.05316509,0.04168248,0.032941636,0.2391975308641975,-0.0006710541811116,0.1537021726791766,2.260790520246588
92,Ses01M_impro03_F013,1,0.033760574,0.066300176,0.04265275,0.050469708,0.46,-0.0074378804129082,0.152560901806553,0.5747140139328154
93,Ses01M_impro03_F014,1,0.08779782,0.1390188,0.10735298,0.088164866,0.3167259786476868,-0.039916398236528,1.0723061566173495,6.228194061918383
94,Ses01M_impro03_F015,1,0.08728302,0.15984794,0.10614197,0.11947636,0.3653846153846153,1.7178806010633707,0.9919099293182038,16.550211997946835
95,Ses01M_impro03_F016,1,0.027773548,0.053562425,0.03452008,0.04092206,0.3254593175853018,-0.0071603035394218,0.1029594932520743,0.9997603967292784
96,Ses01M_impro03_F017,5,0.00543212,0.009030868,0.0066933194,0.006044306,0.3386454183266932,-0.0063085194597078,0.0038798928759338,0.0230646784756502
97,Ses01M_impro03_F018,5,0.004202333,0.006246765,0.005191916,0.0034436164,0.0642201834862385,-0.0157832291733939,0.0024372900595151,0.0066012262023263
98,Ses01M_impro03_F019,1,0.029327976,0.050648812,0.03686162,0.034726642,0.2893890675241157,-0.0033194608022313,0.1171901079064177,0.7597700755876102
99,Ses01M_impro03_F020,1,0.011615881,0.017282609,0.014315893,0.009492426,0.2337662337662337,-0.0130036269183619,0.018618899460971,0.0737047895903184
100,Ses01M_impro03_F021,5,0.018336708,0.02957022,0.023143325,0.018309414,0.1901639344262295,-0.0038168732316989,0.0465504455917003,0.3041334321026085
101,Ses01M_impro03_F022,1,0.024465794,0.0416627,0.03082406,0.027999029,0.3284883720930232,0.0003210165289146,0.081158496024879,0.5193800957248197
102,Ses01M_impro03_F023,1,0.05205046,0.10909546,0.06530477,0.087307476,0.3919523099850969,0.8937816019169986,0.3589790677127573,7.029666453956447
103,Ses01M_impro03_F024,1,0.015464118,0.025400706,0.019350972,0.016318968,0.3525641025641026,-0.005053844233771,0.0327890735882013,0.1202787487684568
104,Ses01M_impro03_F025,1,0.019355329,0.034352377,0.024032114,0.024502601,0.3470031545741325,-0.0055502450777566,0.050503735488218,0.3874208545110051
105,Ses01M_impro03_F026,1,0.025816357,0.04908303,0.0322055,0.036901794,0.4017467248908297,-0.0031467332064494,0.0888914819792273,0.515164410422077
106,Ses01M_impro03_M000,1,0.007417231,0.012435525,0.009260637,0.008123901,0.3245614035087719,-0.0006530103746626,0.0073994131789219,0.0416396309394322
107,Ses01M_impro03_M001,1,0.0076405583,0.012226473,0.0096043395,0.007543921,0.2665198237885463,-0.0052646491894847,0.008017542150564,0.0835734078490863
108,Ses01M_impro03_M003,5,0.010728296,0.017256098,0.013363069,0.010792063,0.2411575562700964,-0.0022916926809557,0.0157460866453146,0.1332852362394314
109,Ses01M_impro03_M004,1,0.022223525,0.036044635,0.027410971,0.023188934,0.2080200501253132,-0.0049104651225206,0.0694111538331295,1.2555205864317691
110,Ses01M_impro03_M005,1,0.10821185,0.17749171,0.13131335,0.11903643,0.3047091412742382,0.4481280921027064,1.5694709510486484,13.574010630044754
111,Ses01M_impro03_M006,5,0.0468557,0.100581504,0.058231443,0.08198629,0.3561430793157076,0.1590548199601471,0.2857460158216159,5.666415143677368
112,Ses01M_impro03_M007,1,0.13350548,0.22378497,0.1629667,0.15317878,0.3414634146341463,0.97248941892758,2.4094044692064904,41.93398688553358
113,Ses01M_impro03_M008,1,0.04297497,0.07237373,0.05363381,0.048364095,0.2642526964560863,-0.0055799132496758,0.2530263933238608,8.199549125576995
114,Ses01M_impro03_M010,1,0.07937465,0.12836087,0.09727227,0.08331904,0.264069264069264,-0.0032460509373777,0.8642040399095062,4.646109151285962
115,Ses01M_impro03_M011,1,0.073510334,0.12090878,0.09059103,0.07960335,0.3282828282828283,-0.0113229289127048,0.7272225564460286,3.9625678751386593
116,Ses01M_impro03_M012,1,0.049944133,0.07509976,0.062639326,0.040886503,0.1946308724832214,-0.0180618335434701,0.3552875839693916,0.93669365509027
117,Ses01M_impro03_M013,1,0.038831435,0.057969093,0.04691408,0.03375448,0.2419354838709677,-0.0141799691846244,0.2076018182663507,0.9642940541469012
118,Ses01M_impro03_M014,5,0.021415394,0.03357774,0.026650397,0.019658666,0.1967213114754098,-0.0087904481915757,0.064371062731731,0.5176605533608877
119,Ses01M_impro03_M015,1,0.0075461753,0.012564057,0.009516479,0.008159187,0.3646408839779005,-0.0115202983579365,0.0076823544946678,0.038742288637306
120,Ses01M_impro03_M016,1,0.1272767,0.20590569,0.15267004,0.1377234,0.3510324483775811,2.877838909626007,2.198957593941963,22.54774620209699
121,Ses01M_impro03_M017,1,0.021468442,0.04115404,0.026717862,0.031010738,0.3002049180327868,-0.0059529897953325,0.062501688704446,1.5079627330514258
122,Ses01M_impro03_M018,5,0.0045987614,0.007136912,0.005781066,0.0040934663,0.1525423728813559,-0.0022071599232731,0.0028743098786087,0.014228481902754
123,Ses01M_impro03_M019,1,0.019471029,0.04231842,0.024494583,0.034473054,0.3895705521472393,-0.0083244040069985,0.0491578582194166,0.4947362136353255
124,Ses01M_impro03_M020,1,0.022234557,0.032996483,0.027705653,0.01779681,0.1993006993006993,-0.0042997394302801,0.0684705690084129,0.4720385066392128
125,Ses01M_impro03_M021,5,0.018179826,0.0326157,0.022922803,0.023171976,0.2443257676902536,-0.0041455500650045,0.0452823811964063,0.8701034404060225
126,Ses01M_impro03_M022,1,0.04355692,0.09764882,0.054712314,0.08083443,0.4258600237247924,0.705586513504386,0.2485016866906653,5.923211899954713
127,Ses01M_impro03_M023,1,0.018198118,0.031792406,0.022450957,0.022454593,0.3086734693877551,-0.0063474703893007,0.0447635290071006,0.3713472852250218
128,Ses01M_impro03_M024,1,0.029893553,0.05475096,0.03682058,0.03991827,0.3333333333333333,0.0064530286181252,0.1217222814976608,0.4349247011615744
129,Ses01M_impro07_F000,5,0.014169706,0.024095561,0.01778897,0.01618141,0.3950617283950617,0.0048917281674221,0.0270880481946707,0.0671731815597318
130,Ses01M_impro07_F001,1,0.14225867,0.23140557,0.17002384,0.15686616,0.3802588996763754,1.4183602761477232,2.775164609370533,33.11259775828937
131,Ses01M_impro07_F003,1,0.07057931,0.12513874,0.08770646,0.08916444,0.350210970464135,0.0186471334018278,0.6723890381639078,3.619961971388969
132,Ses01M_impro07_F004,1,0.14176868,0.22262345,0.17098789,0.14226559,0.2887029288702928,1.5900684520602226,2.7872864925564156,13.103924997213204
133,Ses01M_impro07_F005,1,0.09163018,0.1592456,0.11189002,0.113228634,0.3562091503267974,0.6261824746616185,1.1201940747715566,7.387272072337396
134,Ses01M_impro07_F006,1,0.0515642,0.092144534,0.06431737,0.06583158,0.3275862068965517,-0.0120299209811491,0.3569115424362881,3.453066095098172
135,Ses01M_impro07_F007,1,0.060026146,0.112716846,0.074330464,0.08460386,0.3445378151260504,-0.1722770684864372,0.4799203063381705,3.777032226605015
136,Ses01M_impro07_F008,1,0.026283268,0.038642474,0.03334808,0.01947276,0.1415094339622641,0.0034420747851982,0.0987322512368005,0.3932498616323254
137,Ses01M_impro07_F009,1,0.06646912,0.10620972,0.08227204,0.067012,0.2389791183294663,0.0078204911915236,0.6063463014235342,5.191164156543698
138,Ses01M_impro07_F010,5,0.028139036,0.03945171,0.034747124,0.018074352,0.1290322580645161,-0.0134381971292896,0.1130830295453793,0.2931800669739973
139,Ses01M_impro07_F011,1,0.0144751975,0.025234746,0.01813405,0.017522698,0.3735408560311284,-0.0038436592149082,0.0278044267249317,0.3726134046906025
140,Ses01M_impro07_F012,5,0.016615067,0.026568545,0.020270307,0.01709042,0.25625,-0.0042446017687325,0.0378883055634002,0.2394381177270778
141,Ses01M_impro07_F013,1,0.015193612,0.023993693,0.019075003,0.014527689,0.1712328767123287,-0.0077979129855521,0.0315182518857287,0.2242577205305053
142,Ses01M_impro07_F014,1,0.031827442,0.066715874,0.039986096,0.053382922,0.4129763130792997,-0.0076760006777476,0.1300316989276167,3.578763094765519
143,Ses01M_impro07_F015,1,0.027981756,0.044252522,0.034970596,0.027033003,0.2782608695652174,-0.0099076623882865,0.1081085737664329,0.6484289326442417
144,Ses01M_impro07_F016,1,0.014781057,0.027565647,0.018702012,0.020227574,0.3420074349442379,-0.009167548341793,0.0290764754657766,0.4472830074805865
145,Ses01M_impro07_F018,1,0.023964522,0.040209867,0.03012359,0.02656289,0.2878048780487804,-0.0058646219258662,0.0786680163761003,0.7278377805038324
146,Ses01M_impro07_F020,5,0.010948474,0.018073596,0.013661252,0.011798728,0.2937853107344633,-0.0037582087770715,0.0164691243721305,0.1356021923171104
147,Ses01M_impro07_F021,1,0.016552811,0.02572344,0.020683166,0.0152748395,0.255591054313099,-0.0067169676185585,0.0378905831638373,0.4774010029346605
148,Ses01M_impro07_F022,1,0.04766913,0.07198942,0.059379652,0.040559247,0.2202643171806167,-0.0061786545302311,0.3134325453978878,2.663074727127688
149,Ses01M_impro07_F023,1,0.016028564,0.02297285,0.01961314,0.011845387,0.1822033898305084,-0.006301218036242,0.0371385548820944,0.1575064119923853
150,Ses01M_impro07_F024,1,0.01484749,0.023235708,0.018796708,0.013624979,0.2930232558139535,-0.0072002144406724,0.0301141223190307,0.1313565956332984
151,Ses01M_impro07_F025,1,0.033447046,0.0582538,0.042085182,0.04018436,0.2958199356913183,-0.0033268997867708,0.1519580086432091,1.1515532977319038
152,Ses01M_impro07_F026,1,0.13861993,0.21021448,0.16891435,0.12487791,0.2850779510022271,0.0311107287416234,2.6948064130943714,20.922605242236315
153,Ses01M_impro07_F027,1,0.042448904,0.08389984,0.052706007,0.065268755,0.2877122877122877,-0.0063953975768527,0.2378813084384099,7.651997900900329
154,Ses01M_impro07_F033,1,0.009466342,0.016108576,0.011831901,0.0108953025,0.2758620689655172,-0.0126880731841083,0.0122035606493699,0.0598065397115946
155,Ses01M_impro07_F034,1,0.025914764,0.04458667,0.032494284,0.030521564,0.3209459459459459,-0.0023437528398062,0.0912470199633634,1.7585332401776488
156,Ses01M_impro07_M000,1,0.012269291,0.019516561,0.015335543,0.012031373,0.3063457330415755,-0.0077018012234475,0.0207457342824223,0.2322364673998776
157,Ses01M_impro07_M001,1,0.014505061,0.028069792,0.01851576,0.021071281,0.3463587921847247,-0.0057256547734141,0.0282488640038578,0.4582459650968875
158,Ses01M_impro07_M002,1,0.18856625,0.27003986,0.2242613,0.15036449,0.2307692307692307,1.9747759215533731,5.036201658254274,41.77443388255862
159,Ses01M_impro07_M003,1,0.06454655,0.12710713,0.07942289,0.098978214,0.4405172413793103,0.3537055454216897,0.5478625915644766,19.82137598821949
160,Ses01M_impro07_M004,1,0.069976315,0.11663591,0.08682605,0.077064976,0.3125,-0.0489593621750827,0.6654629342559079,6.138872485063801
161,Ses01M_impro07_M005,1,0.04884255,0.088943295,0.060866237,0.064757906,0.3223443223443223,-0.0806830721558071,0.3229423860968301,7.690926688332603
162,Ses01M_impro07_M006,1,0.019440787,0.031798355,0.024538742,0.02011181,0.3202247191011236,-0.0043533282223506,0.0524811429745377,0.3563340009249344
163,Ses01M_impro07_M007,1,0.06799171,0.10841494,0.08401253,0.06825736,0.2551724137931034,0.0742824195185676,0.6317868644580635,2.1052984136749253
164,Ses01M_impro07_M008,1,0.041825395,0.07598245,0.051880214,0.055356488,0.3269230769230769,-0.0094907345555839,0.2359479956952507,2.8549228347099955
165,Ses01M_impro07_M009,1,0.02067415,0.033724584,0.02580589,0.021475917,0.4117647058823529,0.0073985461312986,0.0586913803984757,0.3034246173196422
166,Ses01M_impro07_M010,1,0.02173038,0.04111627,0.026944146,0.031017596,0.2859795728876508,-0.0064807518356246,0.0636848490741739,1.8845489248046703
167,Ses01M_impro07_M011,1,0.05270225,0.09932348,0.065587066,0.07440226,0.3874538745387454,-0.0070650476118316,0.3655814852944662,2.567592690221437
168,Ses01M_impro07_M013,1,0.015583347,0.028327266,0.019635893,0.020398187,0.3555114200595829,-0.0055689888540655,0.0324426097658428,1.011913750315685
169,Ses01M_impro07_M017,1,0.030262189,0.056848235,0.03736699,0.042556744,0.3608695652173913,-0.021484074750333,0.1197643920688083,0.9376658480462644
170,Ses01M_impro07_M018,1,0.037357908,0.057524625,0.04601562,0.034399536,0.1829268292682926,-0.0004453136739357,0.1938894515235385,2.358161772124693
171,Ses01M_impro07_M019,1,0.013910088,0.021396626,0.017188182,0.012338505,0.2586206896551724,-0.0012638715816137,0.0271305789482981,0.0867993729769936
172,Ses01M_impro07_M020,5,0.032302193,0.056698315,0.040606674,0.039503746,0.3063063063063063,-0.0063893749029375,0.1420006774330345,0.9738114114015564
173,Ses01M_impro07_M021,4,0.012467419,0.020032955,0.0153617,0.011558178,0.3089005235602094,-0.0074817153290496,0.0216165333164548,0.0894196348615701
174,Ses01M_impro07_M022,4,0.17546527,0.24927665,0.21308625,0.12846345,0.1961538461538461,0.0177460678969509,4.457920511076735,16.775149349999953
175,Ses01M_impro07_M024,1,0.020840896,0.031457372,0.026093762,0.017503697,0.2493506493506493,-0.005995050742058,0.0615779982375782,0.5258402633499712
176,Ses01M_impro07_M026,5,0.012723575,0.020518957,0.015567247,0.013265963,0.3266932270916334,-0.0062681283452548,0.0217866847516034,0.1577667364225304
177,Ses01M_impro07_M030,5,0.010764512,0.017506184,0.013424665,0.011171256,0.2285714285714285,0.0032070113320514,0.0160004223894535,0.0714218845039767
178,Ses01M_impro07_M032,1,0.036202606,0.057662345,0.04553506,0.035319578,0.2466666666666666,-0.0045130736907594,0.1805186814919885,1.2535568965161463
