Unnamed: 0,wav_file,time_gap,label,sig_mean,sig_std,rmse_mean,rmse_std,silence,harmonic,auto_corr_max,auto_corr_std,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mfcc_13_mean,mfcc_13_std
610,Ses01M_script02_2_F010,7.347499999999997,0,0.07512249,0.12827092,0.095015466,0.08615033,0.3380726698262243,-0.1093972896342165,0.7596414307713375,9.950059399290607,-282.06247,89.953674,159.18806,38.59441,-54.10801,52.32515,-3.2413013,21.477448,19.98801,15.323105,-19.538443,20.61904,-3.585626,16.915407,-3.892145,11.808222,-12.282309,10.498437,-2.0909076,12.080287,-6.448659,11.1966305,-3.424126,9.608237,-0.16307947,7.9973044
611,Ses01M_script02_2_F011,4.939999999999998,0,0.03581146,0.06423019,0.04561304,0.045167275,0.3661971830985915,-0.0057424344959144,0.1734031857787342,1.3991868631534703,-354.3298,80.96145,152.26645,40.703957,-28.152353,42.725807,6.9277635,22.791632,23.424,18.47131,-13.196152,17.9458,-0.91939664,13.460149,-1.3420336,12.132924,-13.855232,12.7450695,-4.387847,11.77676,-4.527333,11.676947,-5.8340673,9.578323,-2.4350889,7.8805456
613,Ses01M_script02_2_F013,4.530000000000001,0,0.059889194,0.11409131,0.07512096,0.08570638,0.5012787723785166,-0.0056991889323398,0.47840168054777,4.7147810435900785,-333.91168,101.76943,136.91612,49.982857,-22.865274,53.007233,-3.1680074,22.135626,14.055741,17.120966,-8.517797,17.657137,0.49430647,13.277569,-1.2466587,10.972563,-10.008676,14.852651,-4.276912,12.014778,-4.1160965,9.270817,-3.751706,10.990398,-4.4295864,13.065766
614,Ses01M_script02_2_F014,3.25,0,0.0485647,0.08692052,0.06089981,0.06198477,0.3821428571428571,-0.0182167004822986,0.3180094280694125,1.9996333052277708,-321.41553,77.514824,157.4113,45.09406,-35.09904,40.08987,1.1084102,28.519873,21.312582,20.365423,-10.75493,19.030638,4.009474,16.071484,-0.8465637,10.33065,-16.70371,10.215125,-4.7500634,14.605359,-2.2082763,9.383674,-5.9363394,8.9236965,-5.4664807,15.166501
615,Ses01M_script02_2_F015,4.659999999999997,0,0.041016724,0.07175664,0.051360738,0.050031386,0.3407960199004975,-0.0053798012231709,0.2288315416092012,2.0735752990343146,-331.1107,62.379192,158.40004,40.75403,-26.143831,32.023846,6.556774,22.826384,22.315653,21.805355,-17.53561,18.125984,-3.246104,18.017338,0.8725997,12.414932,-14.456094,12.910355,-6.5828295,13.576904,-4.4233356,11.407025,-4.594461,10.542042,2.1982055,9.65481
616,Ses01M_script02_2_F016,11.487499999999995,0,0.05350456,0.09028115,0.06752232,0.059890896,0.3323232323232323,-0.0471718703920487,0.3901012697526246,7.801987418270457,-311.65515,74.305145,157.89163,39.875416,-45.29641,41.392963,3.2526057,26.464808,24.76964,19.312881,-18.647896,21.276386,-2.5561054,17.79522,0.35893545,10.835895,-13.5722475,13.103874,-4.3126965,12.345324,-4.0282173,11.035836,-3.369447,9.351531,-0.36480206,9.414543
630,Ses01M_script02_2_F030,3.582499999999982,0,0.0686281,0.106624976,0.085881196,0.06261279,0.255663430420712,-0.033356907806592,0.6494802866430668,4.665599440784294,-299.1477,52.601845,170.9231,26.500868,-34.602085,38.688683,-1.6768748,22.206226,18.049036,19.570604,-18.397198,16.536316,-3.1769552,16.514944,-2.4219444,12.055679,-16.037169,12.235138,-5.2421513,14.459422,-4.589195,9.423484,-7.1975675,10.905998,-4.2290144,10.125149
631,Ses01M_script02_2_F031,5.147899999999993,0,0.02026008,0.042801164,0.025476484,0.03435734,0.5675675675675675,-0.008904507922125,0.0529551119225758,0.6595120423283951,-410.7327,80.31895,131.30182,40.974133,1.1470667,37.24026,7.043063,15.063176,22.527088,16.563108,1.7962778,13.705313,1.1222657,13.471236,0.047045458,12.881383,-6.1018043,13.8215275,0.39017087,8.3036785,1.6136914,8.539735,-2.744027,10.746279,-1.1712284,9.087723
632,Ses01M_script02_2_F032,7.0575000000000045,0,0.016535344,0.034254555,0.020903321,0.027133022,0.4868421052631579,-0.0042991309783246,0.0348925788365653,0.6369902391199836,-410.93192,63.7305,159.02177,39.4101,-23.416939,29.285889,14.546678,20.21371,30.102432,18.99791,-10.0948515,15.663698,4.7624874,17.39358,5.660073,8.338373,-8.379679,10.846083,2.81067,10.754355,-0.9091,8.142658,-5.988592,8.579418,2.8357396,8.781432
681,Ses01M_script02_2_M033,6.759999999999991,0,0.0392321,0.07508431,0.048976846,0.056846466,0.4013722126929674,-0.0140701586133218,0.2053537708166632,3.663150702223412,-343.5865,67.949326,158.02654,39.39325,-10.366215,36.939213,-2.9614453,23.739922,13.478343,15.64411,-10.628953,20.16559,-2.544129,17.753815,1.2463071,9.901571,-6.645551,11.536646,-2.9345038,11.319932,-3.1284518,9.823524,-1.1458564,10.098585,1.2404196,9.921291
683,Ses01M_script02_2_M035,14.284299999999972,0,0.03571107,0.06331689,0.043675296,0.045819033,0.4459788789601949,-0.0087278967839665,0.1730883786080601,4.487752540855804,-382.8553,77.0562,147.02155,45.735847,-5.654624,37.073826,6.636126,22.965506,21.075006,20.269611,-4.420989,16.221298,1.2007806,15.163134,3.969123,8.8698,-3.279022,10.440585,-3.2163384,10.15568,-6.137576,10.174294,-1.7763091,8.594658,1.0166818,10.153293
758,Ses01F_script01_2_F003,3.030000000000001,0,0.00883169,0.019956386,0.011168811,0.016537348,0.6513409961685823,-0.0114226468213018,0.0097986684673163,0.0867818206867247,-481.84894,63.10045,155.11217,37.029636,3.0305302,24.332794,-1.6471089,16.431662,22.831785,15.824688,7.4596305,9.428934,4.3975773,7.919995,2.2423923,11.436645,-6.1145115,13.884426,3.0010068,6.7797623,10.044096,7.128138,3.1316645,8.8278265,1.2337055,7.7577333
759,Ses01F_script01_2_F004,1.9499999999999955,0,0.003989576,0.00620128,0.005199308,0.003362984,0.1488095238095238,-0.012064986549376,0.0022086878877743,0.0098224827722446,-533.1355,31.244343,224.40253,26.130621,-30.979326,13.798014,16.28328,11.65046,26.94844,10.489583,-15.933413,7.382446,13.268328,8.180144,-0.6703744,9.270909,-16.562042,9.909824,10.794845,6.3785744,2.3985445,6.3639874,-0.37358633,5.773662,13.242293,6.5171
760,Ses01F_script01_2_F005,3.75,0,0.025005613,0.052366573,0.031161241,0.041985318,0.5339506172839507,-0.0037786576285725,0.0823190990438416,0.7418414937076072,-415.62393,94.60079,150.04295,49.429935,-8.476639,39.86297,3.7436666,18.912611,17.449493,15.053032,-9.071528,24.689764,1.097277,11.702995,4.0886884,9.016452,-8.830631,15.625075,-3.5729747,10.615644,1.4188578,7.622114,0.13487178,8.576312,-0.40859458,9.643042
761,Ses01F_script01_2_F006,4.390000000000001,0,0.051291697,0.10031703,0.06389638,0.077185035,0.4696569920844327,-0.0085962019511498,0.3497210458914292,3.321144750075467,-334.81628,99.93528,122.31957,54.356163,-24.832598,48.71247,2.9338353,27.60586,12.299356,25.047695,-12.575541,23.306273,3.4094155,13.319976,0.012543127,11.692806,-10.962792,13.662544,-2.9191494,12.855646,-4.310628,10.452445,-1.5362034,11.362581,2.0119116,10.838051
762,Ses01F_script01_2_F007,8.890000000000008,0,0.039594654,0.07195958,0.049696364,0.052024685,0.3642297650130548,-0.011383903256501,0.2114681820355568,3.74015057446076,-340.98917,74.85275,143.97316,39.847675,-25.491417,43.336075,11.01601,24.759796,22.2873,19.21916,-14.655098,22.279411,1.7425524,15.291823,3.5169213,11.376567,-9.944537,12.369625,-4.64847,12.783134,-8.111086,9.611687,-6.7459626,10.589424,-0.6706709,9.220896
763,Ses01F_script01_2_F008,10.78,0,0.046305656,0.08741793,0.058030605,0.06534659,0.4144241119483315,-0.0117425470307352,0.2863665368841632,6.622587828960159,-330.2944,85.3012,132.83301,45.669735,-22.46824,42.531532,-3.2324317,20.557064,15.14204,18.935873,-9.578371,20.173132,-2.0399926,14.281296,0.6070334,10.142583,-7.0990376,11.161151,-5.0918117,11.540104,-6.339744,10.901679,-2.1707373,9.827971,0.97102946,9.254379
764,Ses01F_script01_2_F009,9.159999999999997,0,0.008554358,0.016715908,0.010718719,0.012826625,0.4512040557667934,-0.0050606258810148,0.0096656750588291,0.2184012949218705,-462.3976,51.469406,154.4594,32.128326,1.2997297,22.179928,5.2710223,16.93883,22.311213,16.518555,2.7353296,12.554104,7.2196126,11.539223,3.6774194,10.004268,-8.041362,11.74678,-0.42951098,10.221946,2.4354556,7.5734477,1.010759,6.8965926,4.6834893,7.9794154
765,Ses01F_script01_2_F010,9.810000000000002,0,0.031616926,0.06242074,0.040111747,0.04782482,0.429585798816568,-0.0118966099762474,0.1315134588335502,3.2330922209137833,-368.54782,86.93577,143.43692,45.84364,-9.604367,44.27895,0.025448265,23.830664,17.938961,16.657816,-2.254043,18.991072,2.4360042,14.203564,0.31238803,10.582891,-7.9644566,10.85866,-2.0000477,10.257716,-3.3606725,9.643652,-5.768933,11.015235,-2.079439,9.190816
766,Ses01F_script01_2_F011,3.5,0,0.012605659,0.03709034,0.016021635,0.033415064,0.6192052980132451,-0.0050772700888046,0.0193874326075508,0.2049162805515008,-453.65594,79.59203,147.94765,41.057407,-1.0401701,33.80599,5.1493144,16.076345,15.595461,12.1037035,-2.5213013,15.770518,8.118565,10.066546,3.7367222,8.960522,-6.053424,12.621656,3.0163724,8.320982,0.5111541,7.0020633,-1.7422336,7.618889,6.0455017,6.0979996
767,Ses01F_script01_2_F012,14.14,0,0.070374355,0.123304516,0.08713202,0.087228075,0.3210180623973727,-0.0347575623891316,0.6620988014911504,19.31797441939384,-282.23734,71.5582,150.72267,35.63044,-42.675705,39.251503,-3.546458,20.072826,17.552353,20.061745,-16.520878,20.880049,-1.3006225,15.339095,-0.41477662,11.596058,-11.751918,11.712457,-5.0864825,11.931829,-7.770235,11.804628,-5.8191514,9.840588,-2.0140274,9.819504
768,Ses01F_script01_2_F013,10.210000000000008,0,0.1145081,0.17491217,0.14128514,0.10296752,0.2681818181818182,0.0042132833186769,1.8133552673404567,32.77065229676733,-247.30412,62.86949,175.4712,38.454823,-55.969288,28.752077,2.3843677,18.771444,20.498232,19.907238,-29.190453,20.264048,-7.63405,17.840769,-3.2452219,12.37171,-12.46871,11.946603,-4.644691,11.729374,-12.345511,10.550366,-6.4102316,9.188746,-1.0294714,9.529446
787,Ses01F_script01_2_M017,6.590000000000003,0,0.04178757,0.09520155,0.052284356,0.07952114,0.6302816901408451,-0.011743230970751,0.222501162480706,4.002483833123906,-381.97287,109.58746,130.74675,56.505405,-8.092438,46.403225,2.479766,15.500223,15.163591,17.463564,-5.0088787,21.043776,1.2313018,11.994573,2.2122605,8.395612,-1.9389536,9.208776,0.48632523,8.460808,-4.628476,9.915198,-2.338333,8.830893,2.4439032,8.5547
801,Ses01F_script03_2_F013,2.0785000000000053,0,0.0026583595,0.004114191,0.0033638617,0.0023476083,0.0055555555555555,-0.0092820919235236,0.0009755310000208,0.0037362518178953,-553.2354,32.682766,194.64375,17.446325,-42.753773,20.994526,39.452282,19.342962,33.580723,10.184317,-18.279785,9.516453,22.763323,13.426316,0.23053971,12.413387,-14.917867,7.407904,16.879929,11.641175,-0.4973799,8.109717,-2.2958524,5.3478084,10.5354805,8.065147
802,Ses01F_script03_2_F014,2.180000000000007,0,0.014928018,0.034602273,0.018370852,0.029182319,0.6382978723404256,0.0076722180892829,0.0274454411333187,0.2365933177913116,-451.8937,81.7836,148.56996,47.149124,1.466867,36.04986,8.179023,20.870844,19.190199,14.429404,-3.5209796,15.477375,4.2065563,17.688395,5.605591,6.651333,-3.829843,8.142396,0.45145604,13.308155,2.7865002,6.7604895,4.822153,5.2759533,5.195979,7.940614
