wav_file,label,sig_mean,sig_std,rmse_mean,rmse_std,silence,harmonic,auto_corr_max,auto_corr_std,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mfcc_13_mean,mfcc_13_std
Ses01M_impro01_F010,4,0.020712493,0.046406567,0.025852943,0.038536195,0.5919540229885057,-0.006896017112012487,0.0540145384153083,0.2822111977930523,-422.4593,79.547714,145.27391,44.982643,1.6453251,33.61007,8.639661,23.039654,18.954084,14.501701,-1.0568032,13.967782,7.0175176,14.85239,2.23694,9.228796,-7.6552124,14.5723,3.2649155,10.443637,3.086243,6.9982347,-3.399823,9.261255,-0.21639441,12.233366
Ses01M_impro01_F011,0,0.05646499,0.09669836,0.06996855,0.06636706,0.31016042780748665,-0.048225989303318784,0.4241932791937258,1.6144095576437265,-305.8228,52.71353,160.55962,30.470217,-42.244526,40.740913,-1.6267926,21.765814,23.486776,18.649279,-14.954264,15.023232,-4.6128607,14.01509,-3.5975757,10.278983,-11.631684,8.509661,-1.1696404,11.581565,-5.681159,9.209428,-4.5364923,9.307097,2.0893795,9.524985
Ses01M_impro01_F012,0,0.025998892,0.06668458,0.032480456,0.05819349,0.6867469879518072,-0.0004685852843522298,0.08349362295148695,0.4543981025574061,-402.17847,93.92807,137.65381,49.57738,-2.1150758,38.928337,3.014207,15.401362,18.07253,17.045702,-6.097784,22.409681,-0.31389076,11.328793,9.728447,9.708922,2.2502582,8.22507,0.71639186,7.8420663,-1.2366035,7.0665812,-3.7349377,10.700789,2.7837496,7.6641135
Ses01M_impro01_F013,8,0.012560286,0.03001767,0.015957516,0.025368892,0.675,-0.018617784007801674,0.019331576860391393,0.08609295478242907,-460.6763,79.015,173.17207,41.85676,-27.64218,35.755974,8.384567,17.467876,25.305433,10.222323,-13.632387,20.452652,4.7874165,10.431068,6.787719,7.521292,-5.592745,9.005018,8.284293,7.788432,3.0294807,8.395746,-2.7023401,7.4492865,7.659953,6.458157
Ses01M_impro01_F014,8,0.024629205,0.052539833,0.030627565,0.042626176,0.6292134831460674,-0.008197761417250149,0.07743828259469644,0.9161998267443239,-424.07922,96.53673,168.1925,52.819527,-15.251333,39.038887,-4.6693735,19.957645,18.430037,10.782729,-7.457591,17.003157,1.020318,10.427064,8.37785,10.693227,-1.151794,9.372007,0.33472776,8.260865,0.14636573,11.335098,0.04929846,7.1184797,3.181974,8.088012
Ses01M_impro01_F015,4,0.043966606,0.08029666,0.055932153,0.05757455,0.3783783783783784,-0.008162394806277007,0.2602284007318456,2.9810079773058655,-338.1912,93.00157,162.52153,44.900723,-34.11651,50.90083,-8.300059,25.600595,13.897593,16.604939,-13.900022,19.579762,3.1776326,12.249498,6.9901648,11.747182,-5.103927,11.38939,-0.25749978,10.445936,-3.221195,8.545747,-4.8471327,8.93326,-2.4331946,9.632747
Ses01M_impro01_F016,8,0.030888047,0.055915263,0.038304936,0.03857527,0.3484848484848485,-0.00017657104933732626,0.1309366421226529,0.43059349646150097,-379.76138,85.15219,172.99281,48.934223,-16.733078,36.885662,1.5337305,19.997055,19.786295,20.294588,-13.830343,18.990747,-3.7295544,16.688261,4.859423,13.761807,-1.6616366,15.326675,2.4083972,9.48405,-2.6728594,10.246134,-4.4277287,9.819072,3.2218025,9.196413
Ses01M_impro01_F017,8,0.029432377,0.054792043,0.037744746,0.03955682,0.40569395017793597,-0.005650976618198911,0.1150633986687323,0.7370863448368249,-362.91653,66.292,173.62773,42.755264,-32.13155,29.957748,2.202267,25.207493,17.124842,14.803967,-15.373161,16.056335,10.200229,12.079673,7.346962,10.245085,-11.693154,12.225514,1.3847308,10.766953,-0.46285087,7.196808,-2.5761156,8.320596,5.093269,8.326268
Ses01M_impro01_F018,8,0.07343661,0.10634161,0.09134905,0.054315172,0.15625,-0.002025751427936484,0.7448832245740113,4.176479981307289,-273.2651,40.103508,186.5845,24.519878,-50.309334,27.380257,7.7005987,24.965322,24.395634,23.51726,-22.44296,17.267906,3.6844125,13.191898,-0.15307888,10.6099,-16.24444,9.535757,-2.479202,9.560793,-10.377642,10.412377,-8.382897,9.368339,-0.54045486,9.327486
Ses01M_impro01_F019,0,0.097198635,0.19397107,0.119200744,0.15274408,0.5112540192926045,0.2322483342140913,1.2455042078972776,12.565447271224393,-302.1631,131.51118,124.396126,61.310326,-22.672867,54.86172,14.403626,18.34885,18.970274,21.165012,-15.054683,25.024239,-0.56272566,14.637777,0.5843011,11.637003,-4.949024,14.389956,-0.53432924,9.3163595,-6.730169,12.372139,-1.3575616,9.614851,3.2158294,7.7316456
Ses01M_impro01_F020,0,0.06457472,0.13069513,0.07920802,0.10390661,0.445993031358885,-0.07201611151685938,0.5462283073536354,4.259038440885727,-307.58582,113.759636,146.3225,55.79124,-28.19282,50.519665,9.49058,23.173332,14.847871,20.429003,-15.289017,23.021317,9.051176,13.59961,4.5873804,9.072328,-7.2361317,10.394017,1.5751182,9.646758,-4.791118,10.750947,0.46403158,8.041208,5.4539824,8.74112
Ses01M_impro01_F021,0,0.076971,0.14237654,0.09388368,0.10684193,0.41037735849056606,0.15836459351703525,0.7698805266542901,8.890108391582405,-282.16083,68.184944,155.84386,34.59923,-34.314133,37.63269,-3.1892867,22.896029,15.234798,18.009743,-15.361208,20.847925,1.9979812,12.121979,4.1686635,12.410969,-8.067531,10.958269,-2.953163,10.501106,-5.3294353,10.6767845,-3.3760102,9.20487,-0.5462962,11.211098
Ses01M_impro01_F022,0,0.112152204,0.18763338,0.137691,0.12742324,0.3311617806731813,-0.2809048455674201,1.693563303907039,34.925627736092224,-251.5671,93.985374,159.45634,41.8631,-46.71651,50.900917,-1.0406555,22.323112,19.111715,19.313198,-16.881432,21.322018,-1.4299681,16.264538,-3.4282873,11.954608,-10.1728525,10.860798,-0.7263479,11.276369,-7.2888684,11.338569,-4.389381,11.311811,-1.3294406,10.273568
Ses01M_impro01_F023,8,0.028374633,0.04484907,0.03562958,0.0269688,0.2545454545454545,0.012294186490180437,0.11263072225879289,0.45398830454747735,-366.2783,63.160732,204.86942,34.16024,-38.72414,30.229967,8.871651,18.75366,28.947136,18.57723,-14.276432,20.390158,7.8310075,12.960982,5.333362,12.808669,-10.389687,9.6836405,0.79923445,10.68082,-3.892594,7.9696536,-0.41225484,7.24782,4.0144334,7.7662244
Ses01M_impro01_F024,7,0.022685455,0.041615576,0.028707763,0.030106843,0.4125,-0.004482003987504868,0.06874770718310276,0.45457475994667024,-396.23764,75.7826,177.16113,43.302242,-24.022045,36.26992,-5.3896255,21.556906,22.57919,18.881557,-10.207452,17.1117,-1.0109015,11.833972,5.809476,12.467601,-9.41837,10.831157,-2.0373116,9.150516,4.166946,7.817673,-2.008679,8.398735,-2.336946,11.167053
Ses01M_impro01_F025,7,0.016989699,0.029621352,0.021192497,0.020654736,0.40540540540540543,-0.010846244549611583,0.039256129978447754,0.28147347039779314,-418.51794,63.67812,161.52328,34.680725,-9.805234,31.480759,11.576235,17.129156,26.798851,17.592167,-7.0807786,12.7373705,2.2463741,15.470427,4.493076,9.689959,-6.6045766,9.673656,1.5807047,8.845178,-0.961511,8.069329,-4.8041487,9.252009,3.1825593,8.711129
Ses01M_impro01_F026,8,0.03810325,0.072942466,0.0473793,0.055234257,0.4405594405594406,-0.006193140961840982,0.19394064891115692,0.8313976142652778,-369.60873,91.54679,170.72968,49.195274,-22.957905,37.14882,2.3794076,24.185095,17.268562,14.6757555,-15.030557,21.373194,1.8439925,11.343451,6.0830736,9.405326,-3.0520515,9.496158,1.968511,8.957276,-4.6016097,10.28643,-4.721498,8.413213,-0.70016587,8.781655
Ses01M_impro01_F027,8,0.06373882,0.10309903,0.07897559,0.065121315,0.3191489361702128,-0.01591038380865939,0.5675389037537938,1.7539863120194517,-312.09283,76.61292,186.41458,38.98552,-35.504505,36.723755,-21.164175,25.0249,13.315383,20.095352,-16.771292,17.974176,-13.169729,14.570882,-0.34745848,13.185344,-1.3841351,10.569126,0.92946315,7.872299,-1.1924155,11.701185,-0.23789988,7.5100985,-1.3868817,9.268842
Ses01M_impro01_F028,8,0.06611183,0.09598281,0.08369244,0.04679262,0.14095744680851063,0.0012250129657331854,0.6122203004297999,4.6520678556847725,-297.05603,43.03641,201.1845,24.38994,-48.304253,28.568468,-8.192461,21.99568,29.039997,22.601904,-17.379087,18.21162,-10.415166,12.464433,-0.9547942,11.148714,-13.724929,11.700297,-10.38693,11.2382345,-4.556054,10.350615,-2.2483783,10.513744,-6.7488065,9.770575
Ses01M_impro01_F029,8,0.057820264,0.0917928,0.07075912,0.058330443,0.23595505617977527,-0.030731742299394682,0.46173130976372484,2.85691327307408,-311.9023,55.833042,175.95508,32.929176,-25.634085,31.201805,16.264118,21.57793,22.825085,20.37107,-24.41467,22.31842,0.42168298,15.348759,6.1634755,11.721354,-9.538236,12.9599695,-1.944381,12.456541,-8.587215,9.208227,-10.631334,8.259015,-4.4032826,12.708281
Ses01M_impro01_F030,8,0.016038364,0.038998436,0.020803759,0.03291016,0.6287128712871287,-0.009598741598892957,0.032044133283186206,0.2227694475775902,-431.02832,89.409744,166.7291,42.521038,-25.993216,41.225758,2.3560188,14.553079,21.56252,7.398419,-7.2964587,11.6439,8.063702,11.125109,4.5456214,11.953848,-7.939444,12.783151,3.6505394,6.9827466,1.7978354,8.361867,1.3914118,6.4489036,6.8163996,6.773338
Ses01M_impro01_M000,4,0.021463925,0.038958896,0.02704403,0.027990807,0.3712121212121212,0.0027638532174023567,0.06148341347064144,0.3834169675633964,-373.69464,58.877617,172.60823,34.4129,-28.118807,31.77441,5.3828206,16.877073,27.161448,16.1818,-8.836496,16.861912,4.8581853,12.741765,1.868657,11.746666,-13.986123,11.606699,-0.28862277,11.163996,-0.76883495,7.2822266,-3.886456,8.818649,5.266896,10.35464
Ses01M_impro01_M001,4,0.019695273,0.033958916,0.024159864,0.023752907,0.42452830188679247,-0.007639909199497197,0.05307826525551181,0.2916145282743655,-413.3509,48.542652,170.04498,44.04786,-9.307316,23.871964,15.317997,26.316004,20.868471,14.382568,-13.505542,13.188911,5.84441,19.334038,3.9716506,10.523985,-9.14195,9.963797,3.791491,10.063469,-0.976712,6.893558,-3.9817452,7.0734544,6.4774065,8.33076
Ses01M_impro01_M002,4,0.03243515,0.0540303,0.0408706,0.034967903,0.26492537313432835,-0.0003323848147829267,0.14558902862188478,0.8687665984778086,-364.3693,63.92701,190.37202,39.93563,-38.87123,30.393652,6.9523587,24.610428,33.702576,17.825344,-9.051454,13.90696,6.218307,14.323985,3.6858292,10.221851,-15.811627,13.140089,-5.2811975,10.046676,-3.4464507,7.6657095,-1.734792,8.735759,3.2698674,10.932768
Ses01M_impro01_M003,7,0.0047380826,0.008445961,0.0058906814,0.0058986414,0.24299065420560748,-0.012647328730963636,0.002976318789229279,0.020238829877898382,-489.83682,44.793644,176.7857,25.66974,-31.700005,23.884893,23.493597,17.093231,26.733084,8.316045,-12.160716,10.420676,19.662132,11.955582,5.0768023,7.2230563,-10.30031,7.453185,12.654504,9.0727,0.016946811,6.9136734,-2.0188162,5.084506,11.572773,5.7450314
Ses01M_impro01_M004,8,0.0050955326,0.0083025545,0.0064252634,0.0052341623,0.058333333333333334,-0.013822676010022406,0.0035488019264285488,0.01122703927723508,-479.0162,48.567955,216.50723,18.71148,-88.85876,33.19973,27.364162,7.8375607,30.312489,7.1859345,-25.590857,8.24954,33.55751,9.140277,2.1546204,6.9789414,-20.595884,8.745808,18.862078,6.8724604,-2.462037,6.2655654,-1.074712,5.068547,14.872443,6.0944
Ses01M_impro01_M005,4,0.009274952,0.016376114,0.011587429,0.011548931,0.4111111111111111,-0.008190957487386186,0.011546874701462767,0.0800188505732948,-464.3372,55.76885,187.67142,36.72653,-20.826881,25.405823,13.041542,20.67034,27.59367,16.678917,-8.020182,11.780869,11.11345,13.059955,5.954837,7.6058254,-9.019998,7.3149676,3.7450368,8.982847,-1.957997,9.281207,-2.54822,5.765208,7.7243147,6.824749
Ses01M_impro01_M006,4,0.024023244,0.044275373,0.030102888,0.032435372,0.2860927152317881,-0.0039954275052878074,0.07825112476322607,1.5203286610440223,-376.59387,65.38017,162.79703,39.127,-8.51995,33.15157,7.7282944,24.0346,26.415472,20.723469,-3.2779603,18.478249,1.8392234,15.832322,2.755686,9.478525,-7.4567766,10.653148,-2.4888148,10.466868,-3.7143679,8.963432,-4.711799,8.449519,-0.13571757,9.16398
Ses01M_impro01_M007,4,0.013215736,0.021979144,0.016403409,0.014539341,0.3869047619047619,-0.0002504433211925061,0.023554675254180153,0.09188163199198406,-437.94867,57.14802,197.08987,36.86669,-25.899015,22.063877,5.2799616,18.387466,27.500906,13.180442,-3.5470014,13.035212,10.505663,9.639347,0.95402825,9.82189,-10.819102,10.659311,3.7610264,10.715327,-1.555657,7.568076,-0.11063658,6.946867,6.8908625,7.560559
Ses01M_impro01_M008,4,0.039441273,0.063209996,0.05028843,0.03786812,0.3368421052631579,0.0015441560208273586,0.2128022898418227,0.5139869837990855,-345.46448,61.408085,179.62407,28.362165,-47.276695,29.730827,22.748045,14.98843,40.812138,19.69421,-14.6062,14.179762,4.6890044,17.620626,-1.3147501,8.235912,-18.080038,9.544606,-0.8695563,10.799226,-8.437621,8.285234,-12.37708,8.539219,-1.0024935,8.224722
Ses01M_impro01_M009,4,0.031939235,0.050248504,0.03937452,0.031161496,0.28602620087336245,-0.0031030451737024123,0.14291777013983542,1.4251864851712925,-380.22394,67.7431,188.45346,39.275234,-25.638514,31.443365,8.403806,23.836372,36.348186,23.28682,-5.06867,16.562408,-1.8776029,16.895603,0.3435044,10.026675,-8.817743,10.828496,-4.3951807,11.651565,-5.307922,9.763694,-0.8422777,8.126882,0.9926441,10.58234
Ses01M_impro01_M010,7,0.011407669,0.027395194,0.014106262,0.02341879,0.6510416666666666,-0.009091087122214958,0.01583378601834604,0.11318973088036695,-464.61026,68.09507,158.91304,42.721607,5.600094,22.002844,1.847888,13.683232,16.066221,7.7296667,-1.6109816,10.530524,4.8016076,8.642497,8.190591,5.9038296,1.0538322,6.8395815,2.410281,7.219645,0.602639,11.736177,1.74286,5.3146453,7.3138423,6.141054
Ses01M_impro01_M011,4,0.032878295,0.06275233,0.041021463,0.047337573,0.31266149870801035,-0.018254562746733427,0.14503310063829974,1.6258926283650719,-349.5941,61.344242,158.20116,35.364655,-0.33988035,36.661186,-0.90172946,24.228773,19.5615,18.84351,-2.174154,14.493058,-5.473006,15.413305,-2.6882067,8.6295395,-5.657019,11.243582,-5.0022244,11.36176,-6.872272,8.887643,-3.9413128,8.458711,0.09059573,8.779023
Ses01M_impro01_M012,4,0.030156111,0.050953217,0.037757248,0.034200404,0.35714285714285715,-0.003104394181718817,0.12380123386913582,0.7974072163310395,-364.5081,58.832417,190.99207,41.43951,-31.942118,31.637444,-6.5210657,25.443718,28.636871,17.288353,-4.280802,15.634292,-1.9117955,17.734978,0.78635293,10.692115,-6.1700177,11.210741,-5.0113654,11.39823,-10.469131,11.750471,-2.0277824,8.540317,6.139295,11.339409
Ses01M_impro01_M013,4,0.009709305,0.019388467,0.012077036,0.015166362,0.5781818181818181,-0.003948748144466663,0.012010798665845694,0.10109417789909585,-471.61383,62.105614,170.41719,35.896954,-7.312935,29.329556,10.446046,14.404179,25.654911,11.074466,-4.85168,13.633319,3.590869,11.126056,2.9829512,10.0522375,-5.234527,9.961818,3.8649728,8.692184,0.38025442,8.812064,-0.06250788,5.0365667,6.3822513,5.639215
Ses01M_impro01_M014,8,0.009627094,0.016186813,0.011995367,0.010780043,0.39215686274509803,-0.006018351086822804,0.012351196524061973,0.03520900295284033,-458.53424,49.553154,204.70937,32.668808,-28.812622,22.564867,1.6851672,13.200133,26.61856,10.722542,-7.894172,11.574839,5.7557516,12.033682,2.9874322,11.207036,-6.4492664,6.8247147,5.4176354,8.663713,-2.502801,10.929821,0.15996513,6.3617268,11.867978,7.441356
Ses01M_impro01_M015,4,0.03422107,0.064645715,0.042190704,0.048734214,0.5432098765432098,-0.006255349489947548,0.1560438208539568,0.6747726251577936,-397.90973,101.3266,179.72395,57.862534,-25.81597,37.925484,-2.5866175,21.172869,19.400408,13.015524,-13.666402,16.693825,-0.13938598,12.996593,7.8328776,10.53864,-2.364182,11.761758,-2.3309631,8.585894,-5.6768107,11.065008,-1.2226362,8.333575,2.7908409,9.445537
Ses01M_impro01_M016,4,0.0042159995,0.006321479,0.005244434,0.00349896,0.02197802197802198,-0.007374800588877406,0.0024773401897479302,0.010377348359041997,-485.11282,41.158463,185.79477,16.892567,-50.91723,28.0407,30.992788,13.02275,31.533215,9.098573,-21.903347,11.176854,18.719187,11.417211,4.8251867,8.792108,-11.472891,7.8090134,15.128831,7.8590913,-0.60207963,7.565623,-1.3771129,5.8481116,14.021282,5.7787685
Ses01M_impro01_M017,4,0.024777247,0.042820536,0.030723695,0.029715268,0.4110169491525424,-0.00963068214332452,0.08379952857732416,0.469216974004763,-413.00314,77.40638,178.52469,43.98231,-22.198917,31.876417,11.560326,23.698046,35.077198,26.073887,-8.02487,18.532795,-1.8939937,13.276186,5.811028,9.763622,-1.5025992,8.702847,1.0581275,9.947085,-3.7925158,9.811079,-0.9607064,8.658969,3.7529523,10.112845
Ses01M_impro01_M018,4,0.048129827,0.08153349,0.06025583,0.054848365,0.2822085889570552,-0.0020013414996356005,0.3147684185003474,3.489597771668659,-332.16302,65.68476,168.39842,43.107994,-20.769545,32.01685,0.34942597,28.82008,19.603218,21.345573,-13.383111,18.704346,-3.552234,18.637611,4.0890203,12.020988,-2.0723915,14.171023,-1.7028201,12.89713,-8.037072,10.773824,-3.073926,10.052513,2.8877697,9.913162
Ses01M_impro01_M019,4,0.053117014,0.09341754,0.066551894,0.06540952,0.3665338645418327,-0.008358510058315005,0.38127123144954417,2.5298119641123193,-319.5537,71.088234,167.68274,43.917164,-31.694794,28.918297,3.8388205,20.867231,17.161043,16.66085,-16.670797,17.075033,3.221027,16.544912,0.6471721,8.599703,-9.596673,11.307717,0.13879807,10.068477,-8.691051,8.847937,-4.6801705,9.0834465,4.799589,6.8332553
Ses01M_impro01_M020,0,0.13018303,0.20760216,0.15997058,0.13217872,0.25,0.22164496476761997,2.3085088214989296,14.784427581035263,-219.57468,64.27688,167.41089,28.639093,-53.81722,33.009403,8.908407,24.230856,24.237309,23.67631,-26.505552,20.99427,-4.2730656,15.4521475,-1.9676471,12.51825,-13.420711,12.329077,-5.019687,10.55324,-12.024921,11.286506,-6.905959,8.704962,-1.4358698,9.386394
Ses01M_impro01_M021,8,0.060100015,0.11471447,0.07405515,0.087457485,0.40217391304347827,-0.0412918088841252,0.48085458283580484,6.4436603035255375,-314.84018,90.90644,152.31906,49.116665,-22.102348,43.16513,5.2734976,26.666101,22.411375,24.539179,-9.558256,21.052155,-1.5532298,20.361359,1.4299994,11.703925,-3.792914,10.941724,-2.3207915,10.807155,-7.0980587,9.869105,0.1423874,8.332209,1.9400706,10.155585
Ses01M_impro01_M022,4,0.10408099,0.19247633,0.12172224,0.14777513,0.5714285714285714,0.324546912452206,1.4355431000068946,6.398484542739317,-294.13724,102.5094,131.8804,45.29406,-43.905373,47.87305,6.6901264,20.13625,17.845303,13.844722,-17.897524,21.381968,3.836116,9.112773,2.1394646,12.894666,-7.9476094,11.604143,0.84214383,6.8732047,-6.1723957,11.293664,-3.113589,7.9126797,2.7305422,7.256905
Ses01M_impro01_M023,4,0.06782466,0.11776344,0.08441381,0.0820103,0.29357798165137616,0.16398614388890564,0.6124282265249644,4.1417466193263515,-284.73904,46.616497,173.94766,25.543549,-42.523743,29.345041,-3.1883411,25.58134,20.526472,18.333595,-14.049092,18.806345,3.975358,14.725627,3.6204484,10.672806,-11.085519,10.514653,-4.4422064,11.459919,-6.6561413,10.056307,-4.314833,10.641884,-1.6629373,11.968111
Ses01M_impro01_M024,8,0.08992515,0.13232313,0.11091246,0.07196122,0.18141592920353983,0.023676282580709085,1.1226660134316513,4.752108908300615,-263.35056,54.66514,187.44742,28.10943,-49.08059,35.180492,6.9255652,23.767836,27.518394,20.721443,-20.805513,15.100857,-4.7880387,13.157869,-5.9181676,10.685502,-12.062534,9.407241,0.03767681,10.316703,-11.773908,11.19674,-9.863564,9.850837,-2.306174,11.147696
Ses01M_impro01_M025,0,0.1721456,0.2563581,0.20887978,0.1477231,0.2768166089965398,-0.8858449291437864,4.2097794739201735,22.627819734067987,-206.99763,100.02297,170.26273,44.593334,-74.281166,44.816875,-2.6260128,17.936043,17.416023,12.641164,-27.394161,20.53937,-2.5482945,14.823534,-6.38348,13.489277,-11.504675,10.110087,0.31353924,10.800061,-10.698057,11.239771,-0.54898703,8.289551,4.1825643,8.805133
Ses01M_impro01_M026,4,0.014319179,0.027513878,0.018015398,0.020781064,0.4206896551724138,-0.000723671064406517,0.027164777698181278,0.5587163796352872,-426.15237,64.01226,173.9568,36.831245,-15.810806,30.43121,14.670888,18.382063,26.931105,16.956554,-8.733086,15.693828,7.590918,11.864151,5.3186164,11.326326,-7.7482624,8.963962,3.293869,8.810839,-1.1118908,7.443441,-2.3669012,7.1277137,5.252189,7.0595737
Ses01M_impro01_M027,4,0.020634612,0.035056286,0.025780756,0.023706855,0.28762541806020064,-0.0072335947152168956,0.05829022924557465,0.39368613423684723,-384.22998,57.04872,169.88268,37.333042,-11.911972,26.457241,4.9516644,20.965221,27.803,20.30254,-4.769418,15.223893,-0.9159116,13.047392,4.1766896,12.421427,-6.154211,8.469484,-3.9752247,10.852564,-2.8931665,8.963183,-0.85436326,8.385524,0.9893025,9.9729595
Ses01M_impro01_M028,4,0.01720326,0.031121083,0.02142744,0.022536382,0.4444444444444444,-0.002365326281505986,0.03974026202842278,0.24471730637435019,-414.60684,66.57438,160.33357,38.843727,-18.264408,32.951458,10.59542,19.746847,28.090677,18.988726,-9.770473,12.561213,-0.68046445,17.015114,3.565793,9.970501,-5.1671534,8.579566,3.3888826,7.353246,0.22282778,7.7840133,-2.3094237,8.373496,4.981801,8.657308
Ses01M_impro01_M029,8,0.027124437,0.05132664,0.033658896,0.038709745,0.42670537010159654,-0.005610953394352691,0.09891874492517443,1.9448872839407736,-386.79117,76.53304,159.14598,39.687084,-16.095552,35.799854,11.553939,22.377748,23.471184,18.343904,-9.308243,19.355349,4.5362973,15.925583,3.718862,10.27376,-7.5676856,12.150009,-1.7417576,9.835786,-6.3320403,10.686848,-3.2727792,8.724165,2.2737598,9.492365
