wav_file,label,sig_mean,sig_std,rmse_mean,rmse_std,silence,harmonic,auto_corr_max,auto_corr_std
Ses01M_impro01_M010,7,0.011407669,0.027395194,0.014106262,0.02341879,0.6510416666666666,-0.009091087122214958,0.01583378601834604,0.11318973088036695
Ses01M_impro01_M011,4,0.032878295,0.06275233,0.041021463,0.047337573,0.31266149870801035,-0.018254562746733427,0.14503310063829974,1.6258926283650719
Ses01M_impro01_M012,4,0.030156111,0.050953217,0.037757248,0.034200404,0.35714285714285715,-0.003104394181718817,0.12380123386913582,0.7974072163310395
Ses01M_impro01_M013,4,0.009709305,0.019388467,0.012077036,0.015166362,0.5781818181818181,-0.003948748144466663,0.012010798665845694,0.10109417789909585
Ses01M_impro01_M014,8,0.009627094,0.016186813,0.011995367,0.010780043,0.39215686274509803,-0.006018351086822804,0.012351196524061973,0.03520900295284033
Ses01M_impro01_M015,4,0.03422107,0.064645715,0.042190704,0.048734214,0.5432098765432098,-0.006255349489947548,0.1560438208539568,0.6747726251577936
Ses01M_impro01_M016,4,0.0042159995,0.006321479,0.005244434,0.00349896,0.02197802197802198,-0.007374800588877406,0.0024773401897479302,0.010377348359041997
Ses01M_impro01_M017,4,0.024777247,0.042820536,0.030723695,0.029715268,0.4110169491525424,-0.00963068214332452,0.08379952857732416,0.469216974004763
Ses01M_impro01_M018,4,0.048129827,0.08153349,0.06025583,0.054848365,0.2822085889570552,-0.0020013414996356005,0.3147684185003474,3.489597771668659
Ses01M_impro01_M019,4,0.053117014,0.09341754,0.066551894,0.06540952,0.3665338645418327,-0.008358510058315005,0.38127123144954417,2.5298119641123193
Ses01M_impro01_M020,0,0.13018303,0.20760216,0.15997058,0.13217872,0.25,0.22164496476761997,2.3085088214989296,14.784427581035263
Ses01M_impro01_M021,8,0.060100015,0.11471447,0.07405515,0.087457485,0.40217391304347827,-0.0412918088841252,0.48085458283580484,6.4436603035255375
Ses01M_impro01_M022,4,0.10408099,0.19247633,0.12172224,0.14777513,0.5714285714285714,0.324546912452206,1.4355431000068946,6.398484542739317
Ses01M_impro01_M023,4,0.06782466,0.11776344,0.08441381,0.0820103,0.29357798165137616,0.16398614388890564,0.6124282265249644,4.1417466193263515
Ses01M_impro01_M024,8,0.08992515,0.13232313,0.11091246,0.07196122,0.18141592920353983,0.023676282580709085,1.1226660134316513,4.752108908300615
Ses01M_impro01_M025,0,0.1721456,0.2563581,0.20887978,0.1477231,0.2768166089965398,-0.8858449291437864,4.2097794739201735,22.627819734067987
Ses01M_impro01_M026,4,0.014319179,0.027513878,0.018015398,0.020781064,0.4206896551724138,-0.000723671064406517,0.027164777698181278,0.5587163796352872
Ses01M_impro01_M027,4,0.020634612,0.035056286,0.025780756,0.023706855,0.28762541806020064,-0.0072335947152168956,0.05829022924557465,0.39368613423684723
Ses01M_impro01_M028,4,0.01720326,0.031121083,0.02142744,0.022536382,0.4444444444444444,-0.002365326281505986,0.03974026202842278,0.24471730637435019
Ses01M_impro01_M029,8,0.027124437,0.05132664,0.033658896,0.038709745,0.42670537010159654,-0.005610953394352691,0.09891874492517443,1.9448872839407736
Ses01M_impro01_M030,0,0.052834995,0.0947806,0.0654021,0.068010524,0.4329896907216495,-0.011834074939542916,0.38441472296440465,1.0021888434726065
Ses01M_impro01_M031,0,0.050289217,0.08412628,0.06202264,0.05682386,0.3391304347826087,-0.004296342467569048,0.3505202952279599,1.6978931178370325
Ses01M_impro01_M032,0,0.05897425,0.08812619,0.07335548,0.048728477,0.2231578947368421,-0.0028223787467140937,0.48757419668706237,4.546391763578885
Ses01M_impro01_M033,4,0.06713863,0.09843455,0.08305489,0.05257988,0.14055299539170507,-0.026180910936091095,0.6333877074132445,5.952296146320339
Ses01M_impro02_F000,7,0.0034130025,0.0057880147,0.0042801867,0.0038862678,0.006825938566552901,-0.004524930773186497,0.0015814415684196309,0.011454237622352486
Ses01M_impro02_F001,8,0.0052573103,0.012345757,0.006420977,0.010536239,0.5532786885245902,-0.006606164333788911,0.0033222815442551894,0.030980366277108887
Ses01M_impro02_F002,6,0.012547588,0.028080864,0.015525071,0.023390811,0.6753731343283582,-0.009600326848158147,0.019422513378336493,0.19026543339026272
Ses01M_impro02_F003,4,0.00725629,0.022427937,0.008996084,0.020527678,0.7427536231884058,-0.010061201464850456,0.006144351521751996,0.07284046611847972
Ses01M_impro02_F004,4,0.016901549,0.032648914,0.021429684,0.024601405,0.4897959183673469,-0.003835568804788636,0.036481851873317865,0.19667151204191896
Ses01M_impro02_F005,4,0.021990983,0.04030427,0.027571794,0.029339394,0.4738675958188153,-0.00936972901399713,0.06384856435266079,0.3932953756845222
Ses01M_impro02_F006,4,0.010674548,0.014852298,0.013308497,0.0064062853,0.06923076923076923,0.0017245205299332156,0.016437970641417096,0.047440383956591066
Ses01M_impro02_F007,4,0.008270728,0.019474063,0.010681915,0.016264763,0.5777777777777777,-0.017043803381966427,0.008408503036879072,0.08136032676001356
Ses01M_impro02_F008,4,0.0022173196,0.002831199,0.0027509679,0.0006200827,0.0,-0.012542769582069013,0.00072962889900781,0.0020695830495826412
Ses01M_impro02_F009,3,0.005198163,0.009919801,0.0063822395,0.007575464,0.3192982456140351,-0.007419579105771845,0.003464917624583248,0.027122866954825537
Ses01M_impro02_F010,3,0.0062031266,0.013438265,0.007816354,0.010924793,0.6156583629893239,-0.008596968655183446,0.00477743369748248,0.04532295924417069
Ses01M_impro02_F011,8,0.0053967778,0.010223765,0.006544059,0.007853956,0.4309278350515464,-0.009165814844891429,0.003703132131715229,0.0563081566096801
Ses01M_impro02_F012,8,0.0046903566,0.0085983565,0.005602986,0.0064933817,0.19696969696969696,-0.0065526705839147326,0.002825711134242539,0.01792052872065884
Ses01M_impro02_F013,3,0.0043877847,0.010075127,0.005550844,0.008402629,0.29428571428571426,-0.00878173432283802,0.0024281419170219345,0.028440629832916953
Ses01M_impro02_F014,8,0.00425434,0.0073562134,0.00529775,0.005094378,0.14222222222222222,-0.010561098861217033,0.0023602999529612674,0.013063925183577912
Ses01M_impro02_F015,3,0.0032554443,0.0050796554,0.003961116,0.0031735532,0.008620689655172414,-0.013040336853009649,0.0014525659795475419,0.007868274025831089
Ses01M_impro02_F016,8,0.0034762041,0.00565942,0.00431874,0.0036453176,0.012145748987854251,-0.011378107046766672,0.0016495441547859943,0.009201372610743603
Ses01M_impro02_F017,3,0.0062693493,0.011003772,0.007606187,0.0079411175,0.5187793427230047,-0.010712858056649566,0.0051178897040263386,0.060862672932499653
Ses01M_impro02_F018,8,0.008081279,0.017444598,0.009828877,0.014388513,0.43990384615384615,-0.012699356375378557,0.008441627672481408,0.12760634125445383
Ses01M_impro02_F019,3,0.002914416,0.0041536447,0.0035938078,0.0020669259,0.0,-0.0022433519006881397,0.0012036808790770177,0.00534770313047468
Ses01M_impro02_F020,8,0.0036103919,0.005567666,0.004485448,0.0032916905,0.00477326968973747,-0.004591458036884433,0.0018067161745217825,0.016143947153353738
Ses01M_impro02_F021,8,0.0024698758,0.0032182988,0.0029929124,0.0011691732,0.0,-0.004463653567654546,0.0008935091872755342,0.004021728201833299
Ses01M_impro02_M000,7,0.00397694,0.0069149425,0.004924631,0.0048428834,0.028070175438596492,-0.0066942466219188645,0.0021302401864778746,0.016201271715020688
Ses01M_impro02_M001,3,0.0027185197,0.0037854346,0.0033868114,0.0016856921,0.0,-0.010193128218816128,0.0010766443667810646,0.006925122548315277
Ses01M_impro02_M002,3,0.0030782865,0.0044444767,0.0038412623,0.0022235613,0.0,-0.008736717063584365,0.0013433087136011537,0.009841198907985243
Ses01M_impro02_M003,3,0.0038115832,0.005807554,0.0047492944,0.0033349565,0.05982905982905983,-0.008242159310611896,0.001994489736651614,0.01106576031844241
Ses01M_impro02_M004,8,0.012220544,0.026321515,0.015561123,0.020913316,0.5319148936170213,-0.007256892786244862,0.018612987008476488,0.2020532319940091
Ses01M_impro02_M005,8,0.028147262,0.047903538,0.035045937,0.032451347,0.4311377245508982,-0.006204147666721838,0.10803894241041619,0.39225035811867465
Ses01M_impro02_M006,4,0.0034494842,0.0055790492,0.004320327,0.0035116621,0.037914691943127965,-0.008404550499108154,0.001613776507146406,0.00846972311610986
Ses01M_impro02_M007,3,0.0066597234,0.01027491,0.008368063,0.0059604803,0.3228882833787466,-0.008566383257857524,0.006083989991086583,0.09441478561806907
Ses01M_impro02_M008,8,0.0032080854,0.0044081886,0.0039810296,0.001878465,0.0,-0.012277381756575778,0.0014988209836785966,0.010940410233338657
Ses01M_impro02_M009,3,0.0047067944,0.007886319,0.0058107288,0.005323794,0.11904761904761904,-0.0051960000746476,0.0029198049386308547,0.019553116041228957
Ses01M_impro02_M010,3,0.0032037764,0.004694151,0.003981673,0.0024785507,0.0,-0.011334620467096101,0.0014472576659728448,0.008399148332209965
Ses01M_impro02_M011,3,0.0030233546,0.004375772,0.0037850214,0.0021914425,0.002770083102493075,-0.008951116797106806,0.001295690354684298,0.009578190018736513
Ses01M_impro02_M012,3,0.002591375,0.0033286833,0.0031913933,0.00091010367,0.0,-0.015473113307962194,0.0009934882178461771,0.0036649715480001487
Ses01M_impro02_M013,3,0.0027166472,0.0035729406,0.0033742536,0.0011566933,0.0,-0.007845217623980716,0.0010874404574283145,0.00780966837904961
Ses01M_impro02_M014,3,0.0026371898,0.0035756505,0.0032617485,0.0014614286,0.0,-0.012121739018766675,0.0010043316050052274,0.014923805180372585
Ses01M_impro02_M015,3,0.0025952354,0.0035790568,0.0032196075,0.0015500298,0.0,-0.010212756933469791,0.000972281306358728,0.004276661542294028
Ses01M_impro02_M016,3,0.0030415547,0.004491444,0.0037817827,0.0024131213,0.002638522427440633,-0.010059729902422987,0.0013083663725384454,0.01107885435763128
Ses01M_impro02_M017,3,0.003930466,0.0063671214,0.004893716,0.004067824,0.043402777777777776,-0.006816486347815953,0.0020739630739955517,0.031010349699846698
Ses01M_impro02_M018,3,0.002777345,0.003906267,0.003429389,0.0018642931,0.0036363636363636364,-0.012264477845747024,0.001101825448509645,0.0064564337706662445
Ses01M_impro02_M019,3,0.003035529,0.0044438583,0.0037678503,0.0023440628,0.009868421052631578,-0.010646367627487052,0.0012937643936834138,0.008527522188488887
Ses01M_impro02_M020,3,0.0026490276,0.0035113695,0.0032400873,0.0013290761,0.0,-0.009191950994136278,0.001029900792927727,0.0046422096328467164
Ses01M_impro02_M021,3,0.0035827553,0.005474301,0.0044576023,0.0031719885,0.009259259259259259,-0.005613549092231551,0.001788987241932245,0.012844736835403815
Ses01M_impro02_M022,3,0.005260149,0.009248733,0.006270526,0.006744029,0.36312849162011174,-0.015353278286056593,0.00362874609719575,0.023657168195506457
Ses01M_impro02_M023,3,0.007995826,0.016828278,0.009755907,0.013697397,0.34934497816593885,-0.007425808234984288,0.008302494316243714,0.09497250499471145
Ses01M_impro02_M024,8,0.002606656,0.0034587025,0.0032500697,0.0011606459,0.00423728813559322,-0.0076710275607183576,0.0010034414361733781,0.005435323634909157
Ses01M_impro02_M025,3,0.0026803073,0.0036976659,0.0033129898,0.0016180028,0.0,-0.012109022463846486,0.0010325139699541813,0.0049175063386506235
Ses01M_impro03_F000,8,0.005842498,0.012378084,0.0072550206,0.009997098,0.4936708860759494,-0.010266135177516844,0.0043011158542013645,0.023565307152982443
Ses01M_impro03_F001,6,0.0051507642,0.0085113235,0.0064797527,0.005350207,0.10714285714285714,-0.011688506674545351,0.0036811959862492567,0.012486724015672433
Ses01M_impro03_F002,2,0.006348873,0.010435145,0.0077869943,0.0068378476,0.3865546218487395,-0.011586087566684,0.005321018567884038,0.019695602022316
Ses01M_impro03_F003,2,0.011199315,0.018387794,0.0138190435,0.012010525,0.3582089552238806,-0.0009114197609960684,0.016780605084676572,0.05812428790944258
Ses01M_impro03_F004,2,0.02888415,0.04425053,0.03579104,0.025918223,0.16517857142857142,0.006222755473572761,0.117032638766918,0.5024442805624227
Ses01M_impro03_F005,2,0.08081124,0.14294538,0.098726146,0.10321979,0.35691318327974275,0.23903897090349346,0.8663867739853751,12.056497542037485
Ses01M_impro03_F006,2,0.07239629,0.13785526,0.08939395,0.10484022,0.391304347826087,0.3435144026298076,0.6822138918602196,5.589678382872251
Ses01M_impro03_F007,2,0.18592702,0.28650424,0.22628301,0.17571981,0.30563002680965146,1.831141416914761,4.842514750737707,33.62964539805058
Ses01M_impro03_F008,2,0.05795244,0.094050325,0.07257931,0.059707265,0.2753623188405797,-0.019485414668451995,0.4642234757490976,6.01606624082795
Ses01M_impro03_F009,2,0.041912757,0.069243744,0.051750656,0.045808908,0.2791411042944785,0.00013969875567454437,0.24074265455210525,1.8991623511426776
Ses01M_impro03_F010,2,0.055911243,0.09130552,0.07044113,0.058035642,0.2938090241343127,-0.006447494342864957,0.42500567985482307,9.763926931557002
Ses01M_impro03_F011,2,0.05019258,0.09416033,0.062016953,0.07079764,0.3682758620689655,-0.000992947093436669,0.32758075127859804,6.472688676086018
Ses01M_impro03_F012,2,0.033456236,0.05316509,0.04168248,0.032941636,0.23919753086419754,-0.0006710541811116855,0.15370217267917669,2.260790520246588
Ses01M_impro03_F013,2,0.033760574,0.066300176,0.04265275,0.050469708,0.46,-0.007437880412908271,0.15256090180655305,0.5747140139328154
Ses01M_impro03_F014,2,0.08779782,0.1390188,0.10735298,0.088164866,0.3167259786476868,-0.03991639823652804,1.0723061566173497,6.228194061918383
Ses01M_impro03_F015,2,0.08728302,0.15984794,0.10614197,0.11947636,0.36538461538461536,1.7178806010633707,0.9919099293182038,16.550211997946835
Ses01M_impro03_F016,2,0.027773548,0.053562425,0.03452008,0.04092206,0.32545931758530183,-0.007160303539421875,0.1029594932520743,0.9997603967292783
Ses01M_impro03_F017,7,0.00543212,0.009030868,0.0066933194,0.006044306,0.3386454183266932,-0.006308519459707895,0.0038798928759338006,0.023064678475650288
Ses01M_impro03_F018,7,0.004202333,0.006246765,0.005191916,0.0034436164,0.06422018348623854,-0.01578322917339392,0.002437290059515169,0.006601226202326385
Ses01M_impro03_F019,2,0.029327976,0.050648812,0.03686162,0.034726642,0.28938906752411575,-0.0033194608022313332,0.11719010790641775,0.7597700755876102
Ses01M_impro03_F020,2,0.011615881,0.017282609,0.014315893,0.009492426,0.23376623376623376,-0.013003626918361988,0.018618899460971037,0.07370478959031843
Ses01M_impro03_F021,7,0.018336708,0.02957022,0.023143325,0.018309414,0.1901639344262295,-0.0038168732316989917,0.04655044559170039,0.30413343210260857
Ses01M_impro03_F022,2,0.024465794,0.0416627,0.03082406,0.027999029,0.32848837209302323,0.0003210165289146971,0.08115849602487903,0.5193800957248197
Ses01M_impro03_F023,2,0.05205046,0.10909546,0.06530477,0.087307476,0.3919523099850969,0.8937816019169986,0.35897906771275734,7.029666453956447
Ses01M_impro03_F024,2,0.015464118,0.025400706,0.019350972,0.016318968,0.3525641025641026,-0.005053844233771088,0.03278907358820137,0.12027874876845683
Ses01M_impro03_F025,2,0.019355329,0.034352377,0.024032114,0.024502601,0.3470031545741325,-0.005550245077756699,0.05050373548821804,0.38742085451100516
Ses01M_impro03_F026,2,0.025816357,0.04908303,0.0322055,0.036901794,0.4017467248908297,-0.0031467332064494258,0.08889148197922735,0.515164410422077
Ses01M_impro03_M000,2,0.007417231,0.012435525,0.009260637,0.008123901,0.32456140350877194,-0.0006530103746626992,0.007399413178921929,0.04163963093943222
Ses01M_impro03_M001,2,0.0076405583,0.012226473,0.0096043395,0.007543921,0.2665198237885463,-0.005264649189484771,0.008017542150564053,0.08357340784908639
Ses01M_impro03_M002,8,0.004028719,0.007458453,0.0050450587,0.0054027317,0.009009009009009009,-0.00840485608932795,0.0021904095799299343,0.007189903882905124
Ses01M_impro03_M003,7,0.010728296,0.017256098,0.013363069,0.010792063,0.24115755627009647,-0.002291692680955748,0.015746086645314628,0.13328523623943142
Ses01M_impro03_M004,2,0.022223525,0.036044635,0.027410971,0.023188934,0.20802005012531327,-0.004910465122520691,0.06941115383312957,1.2555205864317693
Ses01M_impro03_M005,2,0.10821185,0.17749171,0.13131335,0.11903643,0.3047091412742382,0.44812809210270643,1.5694709510486484,13.574010630044754
Ses01M_impro03_M006,7,0.0468557,0.100581504,0.058231443,0.08198629,0.3561430793157076,0.15905481996014714,0.28574601582161596,5.666415143677368
Ses01M_impro03_M007,2,0.13350548,0.22378497,0.1629667,0.15317878,0.34146341463414637,0.9724894189275801,2.4094044692064904,41.93398688553358
Ses01M_impro03_M008,2,0.04297497,0.07237373,0.05363381,0.048364095,0.2642526964560863,-0.005579913249675883,0.25302639332386084,8.199549125576995
Ses01M_impro03_M009,8,0.027254712,0.043061208,0.033711683,0.02656405,0.2982456140350877,-0.007362989435932832,0.1025423845263995,0.27488478769318614
Ses01M_impro03_M010,2,0.07937465,0.12836087,0.09727227,0.08331904,0.26406926406926406,-0.0032460509373777313,0.8642040399095062,4.646109151285962
Ses01M_impro03_M011,2,0.073510334,0.12090878,0.09059103,0.07960335,0.3282828282828283,-0.01132292891270481,0.7272225564460286,3.9625678751386593
Ses01M_impro03_M012,2,0.049944133,0.07509976,0.062639326,0.040886503,0.19463087248322147,-0.01806183354347013,0.35528758396939164,0.9366936550902699
Ses01M_impro03_M013,2,0.038831435,0.057969093,0.04691408,0.03375448,0.24193548387096775,-0.014179969184624497,0.20760181826635074,0.9642940541469013
Ses01M_impro03_M014,7,0.021415394,0.03357774,0.026650397,0.019658666,0.19672131147540983,-0.008790448191575706,0.06437106273173107,0.5176605533608877
Ses01M_impro03_M015,2,0.0075461753,0.012564057,0.009516479,0.008159187,0.36464088397790057,-0.011520298357936554,0.007682354494667845,0.03874228863730601
Ses01M_impro03_M016,2,0.1272767,0.20590569,0.15267004,0.1377234,0.35103244837758113,2.877838909626007,2.198957593941963,22.54774620209699
Ses01M_impro03_M017,2,0.021468442,0.04115404,0.026717862,0.031010738,0.30020491803278687,-0.005952989795332542,0.062501688704446,1.5079627330514258
Ses01M_impro03_M018,7,0.0045987614,0.007136912,0.005781066,0.0040934663,0.15254237288135594,-0.0022071599232731387,0.0028743098786087294,0.014228481902754065
Ses01M_impro03_M019,2,0.019471029,0.04231842,0.024494583,0.034473054,0.3895705521472393,-0.00832440400699852,0.0491578582194166,0.4947362136353255
Ses01M_impro03_M020,2,0.022234557,0.032996483,0.027705653,0.01779681,0.1993006993006993,-0.0042997394302801695,0.06847056900841295,0.4720385066392128
Ses01M_impro03_M021,7,0.018179826,0.0326157,0.022922803,0.023171976,0.24432576769025366,-0.0041455500650045,0.04528238119640635,0.8701034404060225
Ses01M_impro03_M022,2,0.04355692,0.09764882,0.054712314,0.08083443,0.4258600237247924,0.705586513504386,0.24850168669066539,5.923211899954713
Ses01M_impro03_M023,2,0.018198118,0.031792406,0.022450957,0.022454593,0.3086734693877551,-0.0063474703893007245,0.04476352900710061,0.3713472852250218
Ses01M_impro03_M024,2,0.029893553,0.05475096,0.03682058,0.03991827,0.3333333333333333,0.006453028618125245,0.12172228149766082,0.43492470116157445
Ses01M_impro03_M025,8,0.028992398,0.046354,0.036119696,0.028297884,0.26,0.0004665312758334039,0.1158326638216834,0.3346099558260996
Ses01M_impro07_F000,7,0.014169706,0.024095561,0.01778897,0.01618141,0.3950617283950617,0.004891728167422116,0.027088048194670703,0.06717318155973187
Ses01M_impro07_F001,2,0.14225867,0.23140557,0.17002384,0.15686616,0.3802588996763754,1.4183602761477232,2.775164609370533,33.11259775828937
Ses01M_impro07_F002,8,0.047119725,0.07039806,0.05807616,0.03922961,0.16806722689075632,-0.015472138329641894,0.30924902303519514,0.7508496354743555
Ses01M_impro07_F003,2,0.07057931,0.12513874,0.08770646,0.08916444,0.350210970464135,0.018647133401827887,0.6723890381639078,3.619961971388969
Ses01M_impro07_F004,2,0.14176868,0.22262345,0.17098789,0.14226559,0.28870292887029286,1.5900684520602226,2.7872864925564156,13.103924997213205
Ses01M_impro07_F005,2,0.09163018,0.1592456,0.11189002,0.113228634,0.3562091503267974,0.6261824746616185,1.1201940747715566,7.387272072337396
Ses01M_impro07_F006,2,0.0515642,0.092144534,0.06431737,0.06583158,0.3275862068965517,-0.01202992098114919,0.35691154243628814,3.4530660950981718
Ses01M_impro07_F007,2,0.060026146,0.112716846,0.074330464,0.08460386,0.3445378151260504,-0.1722770684864372,0.47992030633817057,3.777032226605015
Ses01M_impro07_F008,2,0.026283268,0.038642474,0.03334808,0.01947276,0.14150943396226415,0.0034420747851982014,0.09873225123680056,0.3932498616323254
Ses01M_impro07_F009,2,0.06646912,0.10620972,0.08227204,0.067012,0.23897911832946636,0.007820491191523615,0.6063463014235342,5.191164156543698
Ses01M_impro07_F010,7,0.028139036,0.03945171,0.034747124,0.018074352,0.12903225806451613,-0.01343819712928962,0.11308302954537934,0.2931800669739973
Ses01M_impro07_F011,2,0.0144751975,0.025234746,0.01813405,0.017522698,0.3735408560311284,-0.003843659214908257,0.02780442672493172,0.37261340469060256
Ses01M_impro07_F012,7,0.016615067,0.026568545,0.020270307,0.01709042,0.25625,-0.004244601768732537,0.037888305563400296,0.23943811772707788
Ses01M_impro07_F013,2,0.015193612,0.023993693,0.019075003,0.014527689,0.17123287671232876,-0.007797912985552102,0.03151825188572872,0.2242577205305053
Ses01M_impro07_F014,2,0.031827442,0.066715874,0.039986096,0.053382922,0.4129763130792997,-0.007676000677747652,0.1300316989276167,3.578763094765519
Ses01M_impro07_F015,2,0.027981756,0.044252522,0.034970596,0.027033003,0.2782608695652174,-0.009907662388286553,0.10810857376643296,0.6484289326442417
